time,I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
0.0,-0.371,-0.015,0.356,0.195,-0.366,0.171,0.434,0.224,0.117,0.117,0.088,0.586
0.002,-0.371,-0.015,0.356,0.195,-0.366,0.171,0.439,0.234,0.122,0.127,0.102,0.595
0.004,-0.361,-0.005,0.356,0.185,-0.361,0.176,0.444,0.239,0.127,0.132,0.107,0.6
0.006,-0.356,0.029,0.386,0.166,-0.371,0.205,0.459,0.249,0.132,0.142,0.122,0.61
0.008,-0.376,0.029,0.405,0.176,-0.39,0.215,0.473,0.268,0.146,0.161,0.137,0.62
0.01,-0.386,0.044,0.429,0.171,-0.41,0.234,0.473,0.273,0.161,0.171,0.146,0.63
0.012,-0.405,0.059,0.464,0.176,-0.434,0.259,0.478,0.273,0.171,0.176,0.156,0.634
0.014,-0.425,0.049,0.473,0.19,-0.449,0.259,0.468,0.268,0.176,0.181,0.161,0.639
0.016,-0.415,0.049,0.464,0.185,-0.439,0.254,0.449,0.249,0.156,0.166,0.146,0.62
0.018,-0.39,0.054,0.444,0.171,-0.42,0.249,0.429,0.239,0.146,0.156,0.142,0.615
0.02,-0.371,0.054,0.425,0.161,-0.4,0.239,0.415,0.224,0.137,0.146,0.137,0.605
0.022,-0.361,0.044,0.405,0.161,-0.386,0.224,0.405,0.21,0.127,0.137,0.132,0.595
0.024,-0.361,0.059,0.42,0.151,-0.39,0.239,0.41,0.215,0.142,0.151,0.137,0.615
0.026,-0.366,0.068,0.434,0.151,-0.4,0.249,0.415,0.224,0.146,0.156,0.142,0.62
0.028,-0.351,0.073,0.425,0.142,-0.39,0.249,0.42,0.229,0.151,0.161,0.146,0.625
0.03,-0.346,0.078,0.425,0.137,-0.386,0.249,0.415,0.224,0.151,0.161,0.142,0.62
0.032,-0.346,0.083,0.429,0.132,-0.39,0.254,0.415,0.229,0.146,0.156,0.146,0.615
0.034,-0.351,0.073,0.425,0.142,-0.39,0.249,0.415,0.22,0.137,0.151,0.142,0.615
0.036,-0.366,0.073,0.439,0.146,-0.405,0.254,0.405,0.215,0.132,0.142,0.142,0.615
0.038,-0.366,0.078,0.444,0.146,-0.405,0.259,0.4,0.21,0.122,0.137,0.137,0.615
0.04,-0.361,0.054,0.415,0.156,-0.39,0.234,0.386,0.2,0.117,0.127,0.127,0.6
0.042,-0.361,0.049,0.41,0.156,-0.386,0.229,0.381,0.19,0.117,0.127,0.127,0.59
0.044,-0.371,0.044,0.415,0.166,-0.395,0.229,0.376,0.185,0.117,0.127,0.122,0.581
0.046,-0.381,0.024,0.405,0.181,-0.395,0.215,0.371,0.181,0.117,0.127,0.122,0.576
0.048,-0.386,0.0,0.386,0.195,-0.386,0.19,0.376,0.19,0.107,0.127,0.107,0.566
0.05,-0.4,-0.024,0.376,0.215,-0.39,0.176,0.376,0.185,0.102,0.117,0.093,0.551
0.052,-0.405,-0.044,0.361,0.224,-0.386,0.156,0.371,0.181,0.093,0.107,0.083,0.537
0.054,-0.415,-0.068,0.346,0.244,-0.381,0.137,0.371,0.181,0.093,0.107,0.078,0.527
0.056,-0.434,-0.068,0.366,0.254,-0.4,0.146,0.361,0.171,0.088,0.093,0.073,0.527
0.058,-0.439,-0.063,0.376,0.254,-0.41,0.156,0.361,0.161,0.073,0.078,0.063,0.522
0.06,-0.439,-0.073,0.366,0.259,-0.405,0.146,0.361,0.151,0.068,0.073,0.049,0.517
0.062,-0.444,-0.078,0.366,0.264,-0.405,0.142,0.361,0.151,0.068,0.073,0.039,0.512
0.064,-0.454,-0.088,0.366,0.273,-0.41,0.137,0.356,0.151,0.068,0.078,0.044,0.508
0.066,-0.459,-0.098,0.361,0.278,-0.41,0.132,0.351,0.151,0.059,0.063,0.034,0.503
0.068,-0.464,-0.107,0.356,0.288,-0.41,0.122,0.351,0.146,0.059,0.063,0.034,0.498
0.07,-0.468,-0.112,0.356,0.293,-0.415,0.122,0.351,0.142,0.054,0.059,0.024,0.493
0.072,-0.464,-0.107,0.356,0.288,-0.41,0.122,0.346,0.132,0.054,0.063,0.02,0.488
0.074,-0.464,-0.102,0.361,0.283,-0.415,0.127,0.346,0.132,0.054,0.063,0.02,0.483
0.076,-0.473,-0.102,0.371,0.288,-0.425,0.132,0.351,0.137,0.054,0.063,0.024,0.483
0.078,-0.483,-0.098,0.386,0.293,-0.434,0.142,0.351,0.137,0.054,0.068,0.024,0.483
0.08,-0.488,-0.107,0.381,0.298,-0.434,0.137,0.351,0.137,0.059,0.068,0.034,0.488
0.082,-0.493,-0.112,0.381,0.303,-0.439,0.132,0.346,0.137,0.059,0.068,0.034,0.488
0.084,-0.498,-0.122,0.376,0.312,-0.439,0.127,0.342,0.127,0.049,0.059,0.024,0.478
0.086,-0.498,-0.132,0.366,0.317,-0.434,0.117,0.327,0.127,0.044,0.054,0.02,0.468
0.088,-0.483,-0.132,0.351,0.307,-0.42,0.107,0.332,0.112,0.049,0.063,0.015,0.464
0.09,-0.478,-0.127,0.351,0.303,-0.415,0.112,0.327,0.112,0.049,0.059,0.015,0.464
0.092,-0.473,-0.122,0.351,0.298,-0.415,0.112,0.327,0.112,0.049,0.059,0.015,0.468
0.094,-0.468,-0.122,0.346,0.298,-0.41,0.112,0.332,0.112,0.049,0.059,0.015,0.468
0.096,-0.473,-0.132,0.342,0.303,-0.41,0.102,0.327,0.107,0.044,0.054,0.005,0.454
0.098,-0.473,-0.132,0.342,0.303,-0.41,0.102,0.317,0.098,0.034,0.049,0.0,0.449
0.1,-0.464,-0.127,0.337,0.298,-0.4,0.102,0.312,0.093,0.029,0.049,0.0,0.444
0.102,-0.473,-0.127,0.346,0.303,-0.41,0.107,0.307,0.093,0.029,0.044,0.0,0.439
0.104,-0.483,-0.117,0.366,0.303,-0.425,0.122,0.317,0.107,0.044,0.059,0.005,0.444
0.106,-0.473,-0.117,0.356,0.298,-0.415,0.117,0.322,0.112,0.044,0.063,0.01,0.454
0.108,-0.473,-0.122,0.351,0.298,-0.415,0.112,0.327,0.112,0.044,0.054,0.015,0.459
0.11,-0.473,-0.127,0.346,0.303,-0.41,0.107,0.322,0.112,0.049,0.059,0.015,0.449
0.112,-0.478,-0.132,0.346,0.307,-0.415,0.107,0.322,0.107,0.039,0.059,0.01,0.454
0.114,-0.478,-0.132,0.346,0.307,-0.415,0.107,0.322,0.107,0.044,0.059,0.01,0.449
0.116,-0.473,-0.122,0.351,0.298,-0.415,0.112,0.322,0.102,0.049,0.059,0.005,0.444
0.118,-0.464,-0.122,0.342,0.293,-0.405,0.107,0.322,0.088,0.049,0.059,-0.005,0.439
0.12,-0.478,-0.117,0.361,0.298,-0.42,0.122,0.322,0.107,0.054,0.063,-0.005,0.444
0.122,-0.483,-0.117,0.366,0.303,-0.425,0.122,0.332,0.107,0.054,0.063,0.0,0.449
0.124,-0.488,-0.117,0.371,0.303,-0.429,0.127,0.332,0.107,0.054,0.068,0.0,0.454
0.126,-0.493,-0.122,0.371,0.307,-0.434,0.122,0.327,0.107,0.054,0.068,0.0,0.454
0.128,-0.498,-0.122,0.376,0.312,-0.439,0.127,0.327,0.122,0.063,0.059,0.0,0.454
0.13,-0.498,-0.132,0.366,0.317,-0.434,0.117,0.327,0.112,0.054,0.059,-0.005,0.439
0.132,-0.527,-0.146,0.381,0.337,-0.454,0.117,0.337,0.122,0.063,0.059,0.0,0.444
0.134,-0.551,-0.161,0.39,0.356,-0.473,0.112,0.342,0.127,0.063,0.059,-0.01,0.434
0.136,-0.537,-0.166,0.371,0.351,-0.454,0.102,0.366,0.146,0.059,0.049,-0.029,0.405
0.138,-0.556,-0.185,0.371,0.371,-0.464,0.093,0.39,0.176,0.078,0.059,-0.039,0.386
0.14,-0.576,-0.205,0.371,0.39,-0.473,0.083,0.434,0.22,0.122,0.078,-0.029,0.395
0.142,-0.571,-0.19,0.381,0.381,-0.478,0.093,0.478,0.273,0.166,0.107,-0.024,0.395
0.144,-0.551,-0.122,0.429,0.337,-0.493,0.151,0.512,0.327,0.21,0.142,0.01,0.405
0.146,-0.532,-0.078,0.454,0.307,-0.493,0.185,0.547,0.386,0.283,0.21,0.059,0.449
0.148,-0.498,-0.078,0.42,0.288,-0.459,0.171,0.581,0.439,0.356,0.298,0.122,0.498
0.15,-0.444,-0.029,0.415,0.239,-0.429,0.19,0.581,0.468,0.42,0.376,0.181,0.537
0.152,-0.356,0.039,0.395,0.161,-0.376,0.215,0.566,0.503,0.478,0.464,0.244,0.6
0.154,-0.264,0.112,0.376,0.078,-0.322,0.244,0.566,0.527,0.547,0.566,0.342,0.683
0.156,-0.171,0.234,0.405,-0.029,-0.288,0.317,0.547,0.517,0.586,0.669,0.459,0.786
0.158,-0.068,0.366,0.434,-0.146,-0.254,0.4,0.498,0.498,0.625,0.776,0.581,0.908
0.16,0.024,0.478,0.454,-0.249,-0.215,0.464,0.468,0.478,0.683,0.888,0.698,1.025
0.162,0.073,0.571,0.498,-0.322,-0.215,0.532,0.41,0.41,0.664,0.932,0.776,1.118
0.164,0.112,0.659,0.547,-0.386,-0.22,0.6,0.293,0.268,0.59,0.917,0.8,1.157
0.166,0.132,0.717,0.586,-0.425,-0.229,0.649,0.185,0.142,0.542,0.932,0.854,1.225
0.168,0.132,0.752,0.62,-0.439,-0.244,0.683,0.142,0.083,0.532,0.956,0.893,1.279
0.17,0.078,0.742,0.664,-0.41,-0.293,0.703,0.112,0.024,0.483,0.913,0.859,1.254
0.172,0.005,0.63,0.625,-0.317,-0.312,0.625,0.029,-0.078,0.356,0.747,0.698,1.127
0.174,-0.029,0.425,0.454,-0.195,-0.244,0.439,-0.112,-0.239,0.171,0.517,0.488,0.952
0.176,-0.029,0.268,0.298,-0.117,-0.166,0.283,-0.298,-0.42,-0.015,0.317,0.307,0.791
0.178,-0.088,0.176,0.264,-0.044,-0.176,0.22,-0.449,-0.551,-0.146,0.156,0.166,0.693
0.18,-0.215,0.107,0.322,0.054,-0.268,0.215,-0.444,-0.581,-0.215,0.034,0.068,0.62
0.182,-0.337,0.059,0.395,0.142,-0.366,0.224,-0.361,-0.561,-0.273,-0.078,-0.02,0.556
0.184,-0.42,0.034,0.454,0.195,-0.439,0.244,-0.317,-0.561,-0.322,-0.166,-0.078,0.493
0.186,-0.473,-0.044,0.429,0.259,-0.454,0.19,-0.278,-0.517,-0.317,-0.185,-0.117,0.449
0.188,-0.527,-0.127,0.4,0.327,-0.464,0.137,-0.21,-0.429,-0.254,-0.137,-0.122,0.42
0.19,-0.556,-0.151,0.405,0.356,-0.483,0.127,-0.127,-0.342,-0.205,-0.107,-0.122,0.4
