time,I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
0.0,0.039,0.039,0.0,-0.039,0.02,0.02,-0.059,0.059,0.049,0.42,0.517,-1.171
0.002,0.039,0.039,0.0,-0.039,0.02,0.02,-0.059,0.059,0.049,0.42,0.517,-1.171
0.004,0.039,0.039,0.0,-0.039,0.02,0.02,-0.059,0.059,0.049,0.42,0.517,-1.171
0.006,0.039,0.039,0.0,-0.039,0.02,0.02,-0.059,0.059,0.049,0.42,0.517,-1.171
0.008,0.039,0.039,0.0,-0.039,0.02,0.02,-0.059,0.068,0.059,0.42,0.517,-1.171
0.01,0.039,0.039,0.0,-0.039,0.02,0.02,-0.059,0.068,0.059,0.42,0.517,-1.171
0.012,0.039,0.039,0.0,-0.039,0.02,0.02,-0.059,0.068,0.059,0.42,0.517,-1.171
0.014,0.039,0.039,0.0,-0.039,0.02,0.02,-0.059,0.068,0.059,0.42,0.517,-1.171
0.016,0.029,0.049,0.02,-0.039,0.005,0.034,-0.049,0.068,0.068,0.42,0.527,-1.161
0.018,0.029,0.049,0.02,-0.039,0.005,0.034,-0.049,0.068,0.068,0.42,0.527,-1.161
0.02,0.029,0.049,0.02,-0.039,0.005,0.034,-0.049,0.068,0.068,0.42,0.527,-1.161
0.022,0.029,0.049,0.02,-0.039,0.005,0.034,-0.049,0.068,0.068,0.42,0.527,-1.161
0.024,0.02,0.049,0.029,-0.034,-0.005,0.039,-0.039,0.078,0.078,0.429,0.537,-1.152
0.026,0.02,0.049,0.029,-0.034,-0.005,0.039,-0.039,0.078,0.078,0.429,0.537,-1.152
0.028,0.02,0.049,0.029,-0.034,-0.005,0.039,-0.039,0.078,0.078,0.429,0.537,-1.152
0.03,0.02,0.049,0.029,-0.034,-0.005,0.039,-0.039,0.078,0.078,0.429,0.537,-1.152
0.032,0.024,0.049,0.024,-0.034,0.0,0.034,-0.044,0.088,0.078,0.429,0.542,-1.152
0.034,0.029,0.049,0.02,-0.039,0.005,0.034,-0.049,0.088,0.078,0.429,0.547,-1.152
0.036,0.034,0.049,0.015,-0.039,0.01,0.029,-0.054,0.088,0.078,0.429,0.551,-1.152
0.038,0.039,0.049,0.01,-0.044,0.015,0.029,-0.059,0.088,0.078,0.429,0.556,-1.152
0.04,0.039,0.054,0.015,-0.044,0.01,0.034,-0.049,0.088,0.088,0.429,0.556,-1.142
0.042,0.039,0.059,0.02,-0.049,0.01,0.039,-0.049,0.088,0.088,0.429,0.556,-1.142
0.044,0.039,0.063,0.024,-0.049,0.005,0.044,-0.049,0.088,0.088,0.429,0.556,-1.142
0.046,0.039,0.068,0.029,-0.054,0.005,0.049,-0.049,0.088,0.088,0.429,0.556,-1.142
0.048,0.049,0.059,0.01,-0.054,0.02,0.034,-0.059,0.088,0.083,0.429,0.566,-1.152
0.05,0.049,0.059,0.01,-0.054,0.02,0.034,-0.059,0.088,0.078,0.429,0.576,-1.152
0.052,0.049,0.059,0.01,-0.054,0.02,0.034,-0.059,0.088,0.073,0.429,0.586,-1.152
0.054,0.049,0.059,0.01,-0.054,0.02,0.034,-0.059,0.088,0.068,0.429,0.595,-1.152
0.056,0.044,0.068,0.024,-0.054,0.01,0.044,-0.059,0.088,0.078,0.429,0.615,-1.147
0.058,0.039,0.068,0.029,-0.054,0.005,0.049,-0.059,0.088,0.078,0.429,0.625,-1.142
0.06,0.034,0.068,0.034,-0.049,0.0,0.049,-0.059,0.088,0.078,0.429,0.634,-1.137
0.062,0.029,0.068,0.039,-0.049,-0.005,0.054,-0.059,0.088,0.078,0.429,0.644,-1.132
0.064,0.039,0.068,0.029,-0.054,0.005,0.049,-0.059,0.078,0.078,0.429,0.634,-1.122
0.066,0.039,0.068,0.029,-0.054,0.005,0.049,-0.059,0.078,0.078,0.429,0.634,-1.122
0.068,0.039,0.068,0.029,-0.054,0.005,0.049,-0.059,0.078,0.078,0.429,0.634,-1.122
0.07,0.039,0.068,0.029,-0.054,0.005,0.049,-0.059,0.078,0.078,0.429,0.634,-1.122
0.072,0.039,0.078,0.039,-0.059,0.0,0.059,-0.068,0.078,0.068,0.42,0.63,-1.122
0.074,0.039,0.078,0.039,-0.059,0.0,0.059,-0.068,0.078,0.068,0.42,0.625,-1.122
0.076,0.039,0.078,0.039,-0.059,0.0,0.059,-0.068,0.078,0.068,0.42,0.62,-1.122
