time,I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
0.0,-0.073,-0.068,0.005,0.073,-0.039,-0.034,0.005,-0.044,-0.112,-0.098,-0.093,-0.059
0.002,-0.098,-0.102,-0.005,0.102,-0.049,-0.054,0.0,-0.054,-0.132,-0.107,-0.093,-0.059
0.004,-0.078,-0.054,0.024,0.068,-0.054,-0.015,0.0,-0.059,-0.132,-0.107,-0.093,-0.059
0.006,-0.02,-0.034,-0.015,0.029,-0.005,-0.024,0.01,-0.039,-0.117,-0.093,-0.073,-0.049
0.008,-0.029,-0.034,-0.005,0.034,-0.015,-0.02,0.02,-0.024,-0.098,-0.078,-0.059,-0.044
0.01,-0.039,-0.024,0.015,0.034,-0.029,-0.005,0.039,-0.01,-0.078,-0.068,-0.049,-0.034
0.012,-0.015,-0.024,-0.01,0.02,-0.005,-0.02,0.02,-0.024,-0.098,-0.083,-0.078,-0.054
0.014,-0.029,-0.034,-0.005,0.034,-0.015,-0.02,0.024,-0.015,-0.088,-0.078,-0.073,-0.049
0.016,-0.039,-0.02,0.02,0.029,-0.029,0.0,0.049,0.0,-0.078,-0.068,-0.063,-0.039
0.018,-0.063,-0.024,0.039,0.044,-0.054,0.005,0.054,-0.005,-0.073,-0.068,-0.063,-0.039
0.02,-0.068,-0.034,0.034,0.054,-0.054,0.0,0.054,0.005,-0.073,-0.063,-0.063,-0.034
0.022,-0.034,-0.024,0.01,0.029,-0.024,-0.01,0.054,0.0,-0.073,-0.073,-0.059,-0.034
0.024,-0.005,-0.024,-0.02,0.015,0.005,-0.024,0.049,0.0,-0.083,-0.078,-0.073,-0.044
0.026,0.024,0.0,-0.024,-0.01,0.024,-0.015,0.054,0.005,-0.073,-0.063,-0.063,-0.039
0.028,0.02,0.005,-0.015,-0.01,0.015,-0.005,0.049,0.02,-0.063,-0.054,-0.054,-0.029
0.03,0.01,0.005,-0.005,-0.005,0.005,0.0,0.044,0.024,-0.049,-0.039,-0.039,-0.02
0.032,0.0,0.005,0.005,0.0,-0.005,0.005,0.059,0.049,-0.024,-0.015,-0.02,0.0
0.034,0.034,0.015,-0.02,-0.024,0.024,-0.005,0.049,0.044,-0.029,-0.015,-0.02,0.0
0.036,0.039,0.034,-0.005,-0.034,0.02,0.015,0.039,0.034,-0.029,-0.02,-0.02,0.0
0.038,0.0,0.005,0.005,0.0,-0.005,0.005,0.049,0.044,-0.015,-0.005,-0.005,0.01
0.04,0.01,-0.02,-0.029,0.005,0.02,-0.024,0.024,0.02,-0.044,-0.034,-0.024,-0.01
0.042,0.005,-0.015,-0.02,0.005,0.01,-0.02,0.015,0.01,-0.054,-0.044,-0.034,-0.02
0.044,-0.034,-0.039,-0.005,0.039,-0.015,-0.024,0.01,-0.005,-0.068,-0.054,-0.049,-0.024
0.046,-0.015,-0.049,-0.034,0.034,0.01,-0.044,-0.005,-0.02,-0.093,-0.068,-0.059,-0.039
0.048,0.015,-0.024,-0.039,0.005,0.024,-0.034,-0.005,-0.02,-0.093,-0.073,-0.063,-0.034
0.05,0.01,-0.029,-0.039,0.01,0.024,-0.034,0.005,-0.02,-0.088,-0.068,-0.054,-0.034
0.052,-0.005,-0.034,-0.029,0.02,0.01,-0.034,-0.005,-0.034,-0.107,-0.083,-0.068,-0.044
0.054,-0.034,-0.054,-0.02,0.044,-0.01,-0.039,-0.015,-0.049,-0.117,-0.098,-0.078,-0.049
0.056,-0.024,-0.059,-0.034,0.044,0.005,-0.049,-0.015,-0.054,-0.127,-0.107,-0.083,-0.059
0.058,-0.039,-0.063,-0.024,0.054,-0.01,-0.044,-0.005,-0.049,-0.122,-0.102,-0.083,-0.054
0.06,-0.054,-0.083,-0.029,0.068,-0.015,-0.059,-0.005,-0.044,-0.127,-0.102,-0.083,-0.054
0.062,-0.049,-0.059,-0.01,0.054,-0.02,-0.034,-0.015,-0.059,-0.142,-0.122,-0.093,-0.063
0.064,-0.015,-0.044,-0.029,0.029,0.005,-0.039,-0.015,-0.063,-0.146,-0.127,-0.093,-0.063
0.066,0.01,-0.044,-0.054,0.02,0.029,-0.049,-0.015,-0.059,-0.142,-0.117,-0.083,-0.054
0.068,0.0,-0.039,-0.039,0.02,0.02,-0.039,-0.01,-0.054,-0.132,-0.112,-0.078,-0.049
0.07,-0.005,-0.044,-0.039,0.024,0.015,-0.044,0.005,-0.044,-0.117,-0.093,-0.073,-0.039
0.072,-0.039,-0.083,-0.044,0.063,0.0,-0.063,-0.005,-0.054,-0.127,-0.107,-0.088,-0.059
0.074,-0.034,-0.068,-0.034,0.054,0.0,-0.054,-0.005,-0.054,-0.132,-0.112,-0.093,-0.063
0.076,-0.034,-0.049,-0.015,0.044,-0.01,-0.034,0.024,-0.034,-0.117,-0.102,-0.088,-0.059
0.078,-0.034,-0.029,0.005,0.034,-0.02,-0.015,0.034,-0.024,-0.107,-0.093,-0.083,-0.054
0.08,-0.044,-0.029,0.015,0.039,-0.029,-0.01,0.034,-0.024,-0.122,-0.098,-0.083,-0.054
0.082,-0.049,-0.044,0.005,0.049,-0.029,-0.02,0.024,-0.034,-0.132,-0.112,-0.088,-0.063
0.084,-0.059,-0.054,0.005,0.059,-0.034,-0.024,0.029,-0.039,-0.137,-0.112,-0.093,-0.059
0.086,-0.044,-0.054,-0.01,0.049,-0.02,-0.034,0.015,-0.049,-0.146,-0.122,-0.093,-0.068
0.088,0.005,-0.049,-0.054,0.024,0.029,-0.054,0.005,-0.059,-0.161,-0.132,-0.112,-0.078
0.09,-0.01,-0.02,-0.01,0.015,0.0,-0.015,0.01,-0.054,-0.151,-0.122,-0.107,-0.068
0.092,-0.039,-0.044,-0.005,0.044,-0.02,-0.024,0.01,-0.054,-0.142,-0.112,-0.098,-0.068
0.094,-0.044,-0.059,-0.015,0.054,-0.015,-0.039,0.02,-0.049,-0.142,-0.117,-0.098,-0.068
0.096,-0.034,-0.059,-0.024,0.049,-0.005,-0.044,0.039,-0.039,-0.132,-0.107,-0.093,-0.054
