time,I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
0.0,-0.02,0.107,0.127,-0.044,-0.073,0.117,0.068,0.044,0.068,0.029,-0.02,0.01
0.002,-0.024,0.112,0.137,-0.044,-0.083,0.122,0.078,0.049,0.073,0.024,-0.02,0.01
0.004,-0.02,0.112,0.132,-0.044,-0.078,0.122,0.088,0.059,0.083,0.029,-0.015,0.01
0.006,-0.024,0.112,0.137,-0.044,-0.083,0.122,0.088,0.063,0.088,0.039,-0.01,0.015
0.008,-0.015,0.112,0.127,-0.049,-0.073,0.117,0.088,0.063,0.088,0.039,-0.01,0.02
0.01,-0.015,0.102,0.117,-0.044,-0.068,0.107,0.088,0.068,0.093,0.049,0.0,0.029
0.012,-0.01,0.098,0.107,-0.044,-0.059,0.102,0.078,0.059,0.093,0.059,0.0,0.029
0.014,-0.005,0.107,0.112,-0.049,-0.059,0.107,0.068,0.059,0.088,0.054,0.005,0.024
0.016,-0.005,0.098,0.102,-0.044,-0.054,0.098,0.054,0.049,0.078,0.044,-0.01,0.02
0.018,0.0,0.107,0.107,-0.054,-0.054,0.107,0.049,0.044,0.083,0.049,-0.005,0.024
0.02,0.005,0.112,0.107,-0.059,-0.054,0.107,0.049,0.044,0.093,0.054,0.0,0.029
0.022,0.0,0.122,0.122,-0.059,-0.063,0.122,0.039,0.039,0.093,0.054,0.0,0.029
0.024,0.015,0.137,0.122,-0.073,-0.054,0.127,0.024,0.039,0.098,0.063,0.005,0.034
0.026,0.02,0.142,0.122,-0.078,-0.054,0.132,0.02,0.039,0.102,0.068,0.015,0.049
0.028,0.029,0.142,0.112,-0.083,-0.044,0.127,0.015,0.029,0.098,0.068,0.015,0.049
0.03,0.029,0.156,0.127,-0.093,-0.049,0.142,0.005,0.024,0.098,0.068,0.015,0.054
0.032,0.029,0.146,0.117,-0.088,-0.044,0.132,-0.005,0.015,0.093,0.063,0.01,0.054
0.034,0.029,0.142,0.112,-0.083,-0.044,0.127,-0.015,0.01,0.093,0.059,0.015,0.049
0.036,0.044,0.146,0.102,-0.093,-0.029,0.122,-0.02,0.005,0.093,0.059,0.015,0.049
0.038,0.034,0.151,0.117,-0.093,-0.044,0.132,-0.02,0.0,0.093,0.059,0.015,0.049
0.04,0.039,0.156,0.117,-0.098,-0.039,0.137,-0.015,0.0,0.093,0.063,0.024,0.054
