time,I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
0.0,-0.063,-0.098,-0.034,0.083,-0.015,-0.068,0.034,-0.005,-0.078,-0.122,-0.093,-0.088
0.002,-0.093,-0.107,-0.015,0.102,-0.039,-0.063,0.039,-0.005,-0.073,-0.117,-0.083,-0.083
0.004,-0.098,-0.102,-0.005,0.102,-0.049,-0.054,0.044,-0.005,-0.068,-0.112,-0.088,-0.083
0.006,-0.098,-0.102,-0.005,0.102,-0.049,-0.054,0.049,0.0,-0.063,-0.107,-0.083,-0.078
0.008,-0.093,-0.102,-0.01,0.098,-0.044,-0.059,0.039,-0.01,-0.078,-0.122,-0.093,-0.088
0.01,-0.093,-0.102,-0.01,0.098,-0.044,-0.059,0.044,-0.01,-0.073,-0.117,-0.088,-0.083
0.012,-0.102,-0.102,0.0,0.102,-0.054,-0.054,0.039,-0.01,-0.073,-0.112,-0.083,-0.083
0.014,-0.132,-0.117,0.015,0.127,-0.073,-0.054,0.049,0.0,-0.068,-0.107,-0.073,-0.078
0.016,-0.122,-0.107,0.015,0.117,-0.068,-0.049,0.049,0.0,-0.068,-0.107,-0.073,-0.078
0.018,-0.132,-0.093,0.039,0.112,-0.088,-0.029,0.063,0.01,-0.059,-0.098,-0.068,-0.073
0.02,-0.083,-0.083,0.0,0.083,-0.044,-0.044,0.049,0.005,-0.063,-0.107,-0.083,-0.083
0.022,-0.059,-0.083,-0.024,0.073,-0.02,-0.054,0.044,-0.01,-0.073,-0.127,-0.098,-0.098
0.024,-0.059,-0.098,-0.039,0.078,-0.01,-0.068,0.034,-0.02,-0.083,-0.132,-0.098,-0.102
0.026,-0.059,-0.083,-0.024,0.073,-0.02,-0.054,0.044,-0.02,-0.088,-0.132,-0.093,-0.098
0.028,-0.083,-0.088,-0.005,0.088,-0.039,-0.049,0.054,-0.005,-0.073,-0.122,-0.078,-0.083
0.03,-0.093,-0.098,-0.005,0.098,-0.044,-0.054,0.044,-0.015,-0.073,-0.117,-0.083,-0.093
0.032,-0.098,-0.107,-0.01,0.102,-0.044,-0.059,0.044,-0.015,-0.068,-0.117,-0.083,-0.093
0.034,-0.102,-0.122,-0.02,0.112,-0.044,-0.073,0.039,-0.015,-0.078,-0.122,-0.083,-0.093
0.036,-0.088,-0.112,-0.024,0.102,-0.034,-0.068,0.034,-0.015,-0.078,-0.122,-0.083,-0.093
0.038,-0.088,-0.107,-0.02,0.098,-0.034,-0.063,0.039,-0.015,-0.078,-0.117,-0.078,-0.093
0.04,-0.093,-0.117,-0.024,0.107,-0.034,-0.073,0.039,-0.015,-0.083,-0.122,-0.088,-0.098
0.042,-0.073,-0.098,-0.024,0.088,-0.024,-0.063,0.034,-0.01,-0.078,-0.127,-0.093,-0.102
0.044,-0.088,-0.098,-0.01,0.093,-0.039,-0.054,0.044,-0.005,-0.068,-0.117,-0.093,-0.102
0.046,-0.088,-0.093,-0.005,0.093,-0.044,-0.049,0.054,0.005,-0.063,-0.117,-0.088,-0.102
0.048,-0.049,-0.068,-0.02,0.059,-0.015,-0.044,0.044,-0.01,-0.078,-0.132,-0.112,-0.107
0.05,-0.093,-0.078,0.015,0.088,-0.054,-0.034,0.068,0.01,-0.054,-0.107,-0.107,-0.102
0.052,-0.112,-0.078,0.034,0.098,-0.073,-0.024,0.098,0.054,-0.01,-0.078,-0.102,-0.107
0.054,-0.137,-0.073,0.063,0.107,-0.102,-0.005,0.132,0.112,0.039,-0.044,-0.093,-0.093
0.056,-0.137,-0.063,0.073,0.102,-0.107,0.005,0.156,0.156,0.078,-0.005,-0.083,-0.083
0.058,-0.117,-0.044,0.073,0.083,-0.098,0.015,0.166,0.181,0.102,0.02,-0.073,-0.078
0.06,-0.102,-0.044,0.059,0.073,-0.083,0.005,0.156,0.2,0.117,0.034,-0.059,-0.073
0.062,-0.102,-0.039,0.063,0.073,-0.083,0.01,0.176,0.249,0.166,0.078,-0.044,-0.059
0.064,-0.083,-0.024,0.059,0.054,-0.073,0.015,0.205,0.346,0.244,0.146,-0.02,-0.049
0.066,-0.039,-0.005,0.034,0.024,-0.039,0.015,0.244,0.508,0.395,0.273,0.049,-0.015
0.068,0.059,0.054,-0.005,-0.054,0.029,0.024,0.264,0.669,0.556,0.439,0.151,0.059
0.07,0.156,0.117,-0.039,-0.137,0.098,0.039,0.229,0.737,0.708,0.639,0.307,0.161
0.072,0.264,0.181,-0.083,-0.22,0.171,0.049,0.195,0.805,0.859,0.839,0.498,0.293
0.074,0.41,0.244,-0.166,-0.327,0.288,0.039,0.132,0.8,0.927,0.981,0.669,0.4
0.076,0.522,0.283,-0.239,-0.4,0.381,0.02,0.059,0.732,0.947,1.098,0.83,0.508
0.078,0.63,0.346,-0.283,-0.488,0.454,0.029,-0.02,0.63,0.966,1.225,1.015,0.644
0.08,0.717,0.439,-0.278,-0.576,0.498,0.078,-0.102,0.493,0.981,1.381,1.215,0.791
0.082,0.8,0.517,-0.283,-0.659,0.542,0.117,-0.21,0.307,0.942,1.488,1.405,0.932
0.084,0.947,0.62,-0.327,-0.781,0.634,0.146,-0.361,0.112,0.903,1.596,1.61,1.093
0.086,1.059,0.649,-0.41,-0.854,0.732,0.117,-0.464,-0.054,0.844,1.635,1.708,1.171
0.088,1.103,0.581,-0.522,-0.839,0.81,0.029,-0.512,-0.215,0.693,1.523,1.649,1.127
0.09,1.078,0.464,-0.615,-0.771,0.844,-0.078,-0.537,-0.454,0.405,1.225,1.459,0.991
0.092,0.942,0.351,-0.59,-0.644,0.766,-0.122,-0.556,-0.727,0.054,0.825,1.191,0.83
0.094,0.708,0.259,-0.449,-0.483,0.576,-0.098,-0.527,-0.937,-0.264,0.449,0.888,0.654
0.096,0.473,0.2,-0.273,-0.337,0.371,-0.039,-0.512,-1.142,-0.576,0.088,0.6,0.488
0.098,0.239,0.122,-0.117,-0.181,0.176,0.0,-0.508,-1.308,-0.864,-0.283,0.303,0.312
0.1,0.078,0.068,-0.01,-0.073,0.044,0.029,-0.493,-1.396,-1.069,-0.595,0.034,0.146
0.102,-0.01,0.029,0.039,-0.01,-0.024,0.034,-0.478,-1.401,-1.161,-0.766,-0.117,0.054
0.104,-0.049,-0.049,0.0,0.049,-0.024,-0.024,-0.468,-1.405,-1.244,-0.927,-0.234,-0.039
0.106,-0.063,-0.117,-0.054,0.093,-0.005,-0.088,-0.478,-1.371,-1.244,-0.956,-0.264,-0.068
0.108,-0.093,-0.146,-0.054,0.122,-0.02,-0.102,-0.488,-1.298,-1.166,-0.883,-0.264,-0.093
0.11,-0.112,-0.171,-0.059,0.142,-0.029,-0.117,-0.483,-1.235,-1.098,-0.83,-0.268,-0.112
0.112,-0.146,-0.156,-0.01,0.151,-0.068,-0.083,-0.468,-1.161,-1.025,-0.791,-0.273,-0.132
0.114,-0.185,-0.151,0.034,0.171,-0.112,-0.059,-0.459,-1.093,-0.981,-0.761,-0.273,-0.142
