time,I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
0.0,-0.029,-0.107,-0.078,0.068,0.024,-0.093,-0.127,-0.185,-0.068,0.039,0.117,-0.156
0.002,-0.029,-0.107,-0.078,0.068,0.024,-0.093,-0.127,-0.185,-0.068,0.039,0.117,-0.156
0.004,-0.029,-0.107,-0.078,0.068,0.024,-0.093,-0.127,-0.185,-0.068,0.039,0.117,-0.156
0.006,-0.029,-0.107,-0.078,0.068,0.024,-0.093,-0.127,-0.185,-0.068,0.039,0.117,-0.156
0.008,-0.039,-0.117,-0.078,0.078,0.02,-0.098,-0.137,-0.185,-0.054,0.039,0.127,-0.146
0.01,-0.049,-0.127,-0.078,0.088,0.015,-0.102,-0.137,-0.185,-0.049,0.039,0.127,-0.146
0.012,-0.059,-0.137,-0.078,0.098,0.01,-0.107,-0.137,-0.185,-0.044,0.039,0.127,-0.146
0.014,-0.068,-0.146,-0.078,0.107,0.005,-0.112,-0.137,-0.185,-0.039,0.039,0.127,-0.146
0.016,-0.073,-0.142,-0.068,0.107,-0.005,-0.107,-0.127,-0.185,-0.034,0.049,0.132,-0.151
0.018,-0.078,-0.137,-0.059,0.107,-0.01,-0.098,-0.127,-0.185,-0.029,0.059,0.137,-0.156
0.02,-0.083,-0.132,-0.049,0.107,-0.02,-0.093,-0.127,-0.185,-0.024,0.068,0.142,-0.161
0.022,-0.088,-0.127,-0.039,0.107,-0.024,-0.083,-0.127,-0.185,-0.02,0.078,0.146,-0.166
0.024,-0.083,-0.127,-0.044,0.107,-0.02,-0.088,-0.127,-0.181,-0.01,0.073,0.137,-0.166
0.026,-0.078,-0.127,-0.049,0.102,-0.015,-0.088,-0.127,-0.176,-0.01,0.068,0.137,-0.166
0.028,-0.073,-0.127,-0.054,0.102,-0.01,-0.093,-0.127,-0.171,-0.01,0.063,0.137,-0.166
0.03,-0.068,-0.127,-0.059,0.098,-0.005,-0.093,-0.127,-0.166,-0.01,0.059,0.137,-0.166
0.032,-0.078,-0.122,-0.044,0.102,-0.02,-0.083,-0.127,-0.166,0.005,0.068,0.127,-0.156
0.034,-0.078,-0.117,-0.039,0.098,-0.02,-0.078,-0.127,-0.166,0.01,0.068,0.127,-0.156
0.036,-0.078,-0.112,-0.034,0.098,-0.024,-0.073,-0.127,-0.166,0.015,0.068,0.127,-0.156
0.038,-0.078,-0.107,-0.029,0.093,-0.024,-0.068,-0.127,-0.166,0.02,0.068,0.127,-0.156
