time,I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
0.0,0.493,0.468,-0.024,-0.478,0.259,0.22,0.322,0.327,0.224,0.151,0.171,0.137
0.002,0.468,0.439,-0.029,-0.454,0.249,0.205,0.317,0.337,0.215,0.137,0.156,0.117
0.004,0.41,0.4,-0.01,-0.405,0.21,0.195,0.303,0.322,0.205,0.127,0.142,0.098
0.006,0.371,0.376,0.005,-0.371,0.181,0.19,0.317,0.312,0.2,0.122,0.132,0.093
0.008,0.39,0.405,0.015,-0.395,0.185,0.21,0.342,0.337,0.22,0.137,0.146,0.107
0.01,0.468,0.503,0.034,-0.483,0.215,0.268,0.381,0.361,0.249,0.171,0.166,0.127
0.012,0.473,0.517,0.044,-0.493,0.215,0.278,0.395,0.351,0.249,0.166,0.171,0.132
0.014,0.439,0.493,0.054,-0.464,0.19,0.273,0.4,0.342,0.239,0.156,0.166,0.132
0.016,0.517,0.595,0.078,-0.556,0.22,0.337,0.434,0.376,0.264,0.195,0.205,0.171
0.018,0.634,0.717,0.083,-0.673,0.273,0.4,0.468,0.4,0.298,0.234,0.254,0.224
0.02,0.615,0.693,0.078,-0.654,0.268,0.386,0.434,0.371,0.273,0.21,0.234,0.21
0.022,0.537,0.615,0.078,-0.576,0.229,0.346,0.381,0.317,0.22,0.156,0.185,0.161
0.024,0.473,0.561,0.088,-0.517,0.19,0.322,0.346,0.273,0.181,0.132,0.166,0.142
0.026,0.464,0.566,0.102,-0.512,0.181,0.332,0.337,0.239,0.181,0.132,0.166,0.142
0.028,0.478,0.605,0.127,-0.542,0.176,0.366,0.322,0.249,0.205,0.151,0.181,0.161
0.03,0.498,0.625,0.127,-0.561,0.185,0.376,0.307,0.249,0.205,0.156,0.176,0.161
0.032,0.483,0.61,0.127,-0.547,0.176,0.366,0.293,0.239,0.195,0.137,0.166,0.146
0.034,0.459,0.59,0.132,-0.522,0.161,0.361,0.298,0.239,0.185,0.132,0.156,0.142
0.036,0.488,0.605,0.117,-0.547,0.185,0.361,0.293,0.229,0.181,0.127,0.156,0.137
0.038,0.508,0.62,0.112,-0.561,0.195,0.366,0.298,0.234,0.185,0.137,0.166,0.146
0.04,0.493,0.605,0.112,-0.547,0.19,0.356,0.283,0.215,0.166,0.117,0.161,0.142
0.042,0.517,0.63,0.112,-0.571,0.2,0.371,0.278,0.205,0.151,0.102,0.156,0.146
0.044,0.556,0.673,0.117,-0.615,0.22,0.395,0.283,0.21,0.156,0.117,0.176,0.171
0.046,0.483,0.61,0.127,-0.547,0.176,0.366,0.264,0.176,0.137,0.093,0.151,0.151
0.048,0.454,0.59,0.137,-0.522,0.156,0.361,0.249,0.156,0.122,0.078,0.132,0.132
0.05,0.444,0.586,0.142,-0.512,0.151,0.361,0.249,0.146,0.112,0.063,0.117,0.117
0.052,0.381,0.512,0.132,-0.444,0.122,0.322,0.224,0.117,0.083,0.044,0.088,0.093
0.054,0.41,0.517,0.107,-0.464,0.151,0.312,0.22,0.122,0.088,0.044,0.102,0.098
0.056,0.386,0.493,0.107,-0.439,0.137,0.298,0.21,0.117,0.078,0.034,0.093,0.093
0.058,0.342,0.425,0.083,-0.381,0.127,0.254,0.19,0.102,0.054,0.015,0.073,0.078
0.06,0.405,0.454,0.049,-0.429,0.176,0.249,0.205,0.137,0.078,0.024,0.093,0.098
0.062,0.449,0.493,0.044,-0.468,0.2,0.268,0.21,0.156,0.093,0.044,0.102,0.107
0.064,0.459,0.478,0.02,-0.468,0.22,0.249,0.21,0.161,0.098,0.049,0.098,0.112
0.066,0.405,0.405,0.0,-0.405,0.2,0.2,0.19,0.146,0.088,0.034,0.083,0.098
0.068,0.39,0.386,-0.005,-0.386,0.195,0.19,0.166,0.132,0.073,0.02,0.063,0.088
0.07,0.434,0.415,-0.02,-0.425,0.224,0.195,0.181,0.146,0.088,0.034,0.078,0.102
0.072,0.439,0.42,-0.02,-0.429,0.229,0.2,0.171,0.142,0.083,0.034,0.073,0.102
0.074,0.386,0.376,-0.01,-0.381,0.195,0.181,0.161,0.132,0.078,0.024,0.068,0.088
0.076,0.356,0.361,0.005,-0.356,0.176,0.181,0.156,0.132,0.073,0.02,0.059,0.078
0.078,0.366,0.361,-0.005,-0.361,0.185,0.176,0.166,0.137,0.073,0.029,0.073,0.088
0.08,0.312,0.298,-0.015,-0.303,0.161,0.142,0.151,0.127,0.063,0.01,0.054,0.073
0.082,0.2,0.195,-0.005,-0.195,0.102,0.093,0.122,0.102,0.039,-0.024,0.02,0.039
0.084,0.215,0.2,-0.015,-0.205,0.112,0.093,0.112,0.098,0.034,-0.024,0.01,0.029
0.086,0.307,0.278,-0.029,-0.293,0.166,0.122,0.137,0.127,0.059,0.005,0.039,0.049
0.088,0.361,0.322,-0.039,-0.342,0.2,0.142,0.142,0.137,0.068,0.005,0.039,0.054
0.09,0.298,0.273,-0.024,-0.283,0.161,0.122,0.137,0.107,0.044,-0.01,0.02,0.039
0.092,0.342,0.307,-0.034,-0.322,0.185,0.137,0.156,0.102,0.049,-0.005,0.034,0.059
0.094,0.39,0.351,-0.039,-0.371,0.215,0.156,0.171,0.117,0.063,0.005,0.044,0.068
0.096,0.322,0.312,-0.01,-0.317,0.166,0.151,0.161,0.107,0.049,-0.005,0.029,0.044
0.098,0.342,0.327,-0.015,-0.332,0.176,0.156,0.166,0.117,0.049,0.005,0.044,0.049
0.1,0.371,0.361,-0.01,-0.366,0.19,0.176,0.181,0.137,0.068,0.015,0.059,0.068
0.102,0.39,0.381,-0.01,-0.386,0.2,0.185,0.19,0.146,0.078,0.024,0.063,0.078
0.104,0.39,0.366,-0.024,-0.376,0.205,0.171,0.2,0.137,0.068,0.02,0.054,0.073
0.106,0.366,0.346,-0.02,-0.356,0.19,0.161,0.2,0.122,0.059,0.01,0.034,0.059
0.108,0.361,0.351,-0.01,-0.356,0.185,0.171,0.21,0.117,0.059,0.005,0.024,0.049
0.11,0.337,0.332,-0.005,-0.332,0.171,0.161,0.224,0.122,0.059,-0.005,0.015,0.049
0.112,0.317,0.322,0.005,-0.317,0.156,0.161,0.22,0.112,0.054,0.0,0.02,0.054
0.114,0.322,0.342,0.02,-0.332,0.151,0.181,0.224,0.112,0.049,-0.015,0.029,0.063
0.116,0.346,0.332,-0.015,-0.337,0.181,0.156,0.21,0.093,0.034,-0.02,0.029,0.054
0.118,0.327,0.298,-0.029,-0.312,0.176,0.132,0.205,0.088,0.024,-0.024,0.029,0.044
