time,I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
0.0,0.005,0.0,-0.005,0.0,0.005,-0.005,0.132,0.117,0.049,0.005,-0.078,-0.098
0.002,0.024,0.029,0.005,-0.024,0.01,0.015,0.137,0.137,0.073,0.024,-0.063,-0.088
0.004,-0.02,0.024,0.044,0.0,-0.034,0.034,0.151,0.146,0.083,0.039,-0.054,-0.078
0.006,-0.054,0.01,0.063,0.024,-0.059,0.034,0.156,0.156,0.088,0.034,-0.054,-0.068
0.008,-0.024,0.01,0.034,0.01,-0.029,0.02,0.142,0.146,0.073,0.029,-0.059,-0.083
0.01,-0.029,0.0,0.029,0.015,-0.029,0.015,0.132,0.137,0.063,0.024,-0.068,-0.088
0.012,0.015,0.024,0.01,-0.02,0.0,0.015,0.137,0.146,0.068,0.029,-0.063,-0.078
0.014,0.02,0.01,-0.01,-0.015,0.015,0.0,0.132,0.146,0.059,0.024,-0.068,-0.078
0.016,0.0,-0.02,-0.02,0.01,0.01,-0.02,0.112,0.132,0.044,0.005,-0.088,-0.102
0.018,-0.02,-0.024,-0.005,0.024,-0.01,-0.015,0.122,0.142,0.049,0.015,-0.088,-0.102
0.02,-0.01,-0.005,0.005,0.01,-0.01,0.0,0.127,0.156,0.059,0.024,-0.073,-0.102
0.022,0.034,0.054,0.02,-0.044,0.005,0.034,0.146,0.176,0.088,0.049,-0.054,-0.088
0.024,0.005,0.02,0.015,-0.01,-0.005,0.015,0.122,0.137,0.068,0.034,-0.068,-0.102
0.026,0.005,0.015,0.01,-0.01,-0.005,0.01,0.098,0.107,0.059,0.02,-0.078,-0.117
0.028,0.015,0.0,-0.015,-0.005,0.015,-0.01,0.073,0.083,0.049,0.015,-0.083,-0.122
0.03,0.005,0.02,0.015,-0.01,-0.005,0.015,0.073,0.088,0.049,0.01,-0.078,-0.112
0.032,-0.039,0.02,0.059,0.01,-0.049,0.039,0.083,0.102,0.059,0.015,-0.059,-0.093
0.034,-0.063,-0.015,0.049,0.039,-0.059,0.015,0.073,0.093,0.049,0.0,-0.068,-0.102
0.036,-0.078,-0.029,0.049,0.054,-0.063,0.01,0.063,0.093,0.044,0.005,-0.073,-0.107
0.038,-0.063,-0.01,0.054,0.039,-0.059,0.02,0.063,0.093,0.054,0.01,-0.073,-0.107
0.04,-0.044,-0.005,0.039,0.024,-0.044,0.015,0.049,0.083,0.049,0.01,-0.073,-0.117
0.042,-0.073,-0.039,0.034,0.059,-0.054,-0.005,0.029,0.059,0.039,0.0,-0.088,-0.132
0.044,-0.049,-0.029,0.02,0.039,-0.034,-0.005,0.015,0.049,0.044,-0.015,-0.093,-0.137
0.046,-0.068,-0.054,0.015,0.063,-0.044,-0.02,0.005,0.044,0.039,-0.015,-0.107,-0.142
0.048,-0.073,-0.044,0.029,0.059,-0.054,-0.01,0.01,0.059,0.054,0.005,-0.083,-0.127
0.05,-0.049,-0.034,0.015,0.044,-0.034,-0.01,0.015,0.059,0.059,0.01,-0.078,-0.127
0.052,-0.024,-0.024,0.0,0.024,-0.015,-0.015,0.01,0.054,0.059,0.01,-0.078,-0.127
0.054,-0.029,-0.02,0.01,0.024,-0.02,-0.005,0.015,0.063,0.059,0.024,-0.078,-0.122
0.056,0.015,0.02,0.005,-0.015,0.005,0.01,0.015,0.068,0.073,0.039,-0.068,-0.112
0.058,0.005,-0.02,-0.024,0.01,0.015,-0.024,0.0,0.054,0.059,0.02,-0.088,-0.132
0.06,0.01,-0.02,-0.029,0.005,0.02,-0.024,-0.01,0.054,0.059,0.015,-0.098,-0.137
0.062,0.005,-0.015,-0.02,0.005,0.01,-0.02,0.0,0.059,0.068,0.02,-0.107,-0.142
0.064,0.024,0.005,-0.02,-0.015,0.02,-0.01,0.005,0.059,0.078,0.029,-0.098,-0.137
0.066,-0.01,-0.024,-0.015,0.02,0.0,-0.02,-0.01,0.049,0.068,0.01,-0.117,-0.156
0.068,-0.029,-0.039,-0.01,0.034,-0.01,-0.024,-0.01,0.054,0.078,0.02,-0.112,-0.151
0.07,-0.005,-0.029,-0.024,0.02,0.01,-0.029,-0.015,0.049,0.073,0.01,-0.122,-0.146
0.072,-0.02,-0.044,-0.024,0.034,0.0,-0.034,-0.024,0.049,0.068,0.0,-0.127,-0.156
0.074,-0.005,-0.015,-0.01,0.01,0.0,-0.015,-0.01,0.068,0.078,0.024,-0.117,-0.142
0.076,-0.015,-0.029,-0.015,0.024,0.0,-0.024,-0.015,0.068,0.078,0.02,-0.117,-0.142
0.078,-0.044,-0.059,-0.015,0.054,-0.015,-0.039,-0.02,0.068,0.073,0.005,-0.137,-0.156
0.08,-0.029,-0.044,-0.015,0.039,-0.01,-0.029,-0.02,0.083,0.083,0.005,-0.137,-0.161
0.082,0.005,-0.02,-0.024,0.01,0.015,-0.024,-0.005,0.088,0.098,0.015,-0.137,-0.161
0.084,-0.029,-0.059,-0.029,0.044,0.0,-0.044,-0.01,0.088,0.102,0.01,-0.146,-0.171
0.086,0.015,-0.005,-0.02,-0.005,0.015,-0.015,0.005,0.107,0.117,0.015,-0.137,-0.166
0.088,-0.015,-0.02,-0.005,0.02,-0.005,-0.015,0.005,0.107,0.112,0.01,-0.142,-0.171
0.09,-0.01,-0.015,-0.005,0.015,-0.005,-0.01,0.01,0.112,0.117,0.015,-0.137,-0.166
