time,I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
0.0,-0.068,-0.054,0.015,0.063,-0.044,-0.02,0.034,-0.044,-0.049,-0.063,-0.127,-0.068
0.002,-0.063,-0.063,0.0,0.063,-0.034,-0.034,0.029,-0.054,-0.049,-0.073,-0.132,-0.059
0.004,-0.063,-0.063,0.0,0.063,-0.034,-0.034,0.02,-0.049,-0.049,-0.078,-0.132,-0.034
0.006,-0.063,-0.044,0.02,0.054,-0.044,-0.015,0.024,-0.034,-0.039,-0.063,-0.122,-0.015
0.008,-0.068,-0.034,0.034,0.054,-0.054,0.0,0.024,-0.029,-0.034,-0.063,-0.117,-0.059
0.01,-0.054,-0.02,0.034,0.039,-0.044,0.005,0.029,-0.029,-0.029,-0.063,-0.122,-0.02
0.012,-0.024,-0.005,0.02,0.015,-0.024,0.005,0.029,-0.029,-0.034,-0.063,-0.117,-0.044
0.014,-0.024,-0.024,0.0,0.024,-0.015,-0.015,0.049,-0.02,-0.024,-0.049,-0.102,-0.063
0.016,-0.029,-0.059,-0.029,0.044,0.0,-0.044,0.049,-0.029,-0.024,-0.049,-0.107,-0.039
0.018,-0.044,-0.049,-0.005,0.049,-0.02,-0.029,0.044,-0.029,-0.029,-0.049,-0.107,-0.049
0.02,-0.029,-0.024,0.005,0.029,-0.02,-0.01,0.044,-0.015,-0.024,-0.044,-0.102,-0.063
0.022,-0.039,-0.034,0.005,0.039,-0.024,-0.015,0.024,-0.039,-0.039,-0.063,-0.112,-0.078
0.024,-0.054,-0.039,0.015,0.049,-0.034,-0.015,0.029,-0.024,-0.029,-0.039,-0.098,-0.015
0.026,-0.044,-0.039,0.005,0.044,-0.024,-0.02,0.034,-0.01,-0.01,-0.029,-0.088,-0.024
0.028,-0.049,-0.044,0.005,0.049,-0.029,-0.02,0.024,-0.01,-0.01,-0.044,-0.093,-0.044
0.03,-0.044,-0.044,0.0,0.044,-0.024,-0.024,0.029,-0.01,-0.01,-0.044,-0.102,-0.039
0.032,-0.029,-0.039,-0.01,0.034,-0.01,-0.024,0.039,-0.005,0.0,-0.034,-0.093,-0.029
0.034,-0.024,-0.029,-0.005,0.029,-0.01,-0.02,0.054,0.01,0.015,-0.029,-0.083,-0.02
0.036,-0.034,-0.044,-0.01,0.039,-0.015,-0.029,0.044,-0.005,0.0,-0.039,-0.093,-0.039
0.038,-0.039,-0.034,0.005,0.039,-0.024,-0.015,0.049,0.0,-0.005,-0.029,-0.093,-0.044
0.04,-0.039,-0.029,0.01,0.034,-0.024,-0.01,0.049,0.01,0.0,-0.029,-0.088,-0.049
0.042,-0.024,-0.02,0.005,0.024,-0.015,-0.01,0.044,0.01,0.0,-0.044,-0.093,-0.044
