time,I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
0.0,0.029,0.02,-0.01,-0.024,0.02,0.005,0.0,-0.039,-0.034,-0.044,-0.063,-0.029
0.002,-0.005,0.0,0.005,0.005,-0.005,0.0,0.01,-0.044,-0.034,-0.049,-0.063,-0.034
0.004,-0.063,-0.02,0.044,0.044,-0.054,0.01,0.029,-0.024,-0.02,-0.034,-0.049,-0.02
0.006,-0.059,-0.034,0.024,0.049,-0.044,-0.005,0.01,-0.039,-0.034,-0.049,-0.059,-0.034
0.008,0.005,-0.01,-0.015,0.005,0.01,-0.015,0.01,-0.034,-0.029,-0.044,-0.054,-0.024
0.01,0.034,0.0,-0.034,-0.015,0.034,-0.02,0.015,-0.02,-0.015,-0.034,-0.049,-0.024
0.012,0.005,-0.02,-0.024,0.01,0.015,-0.024,0.005,-0.029,-0.029,-0.049,-0.059,-0.034
0.014,-0.01,-0.029,-0.02,0.02,0.005,-0.024,0.01,-0.034,-0.029,-0.049,-0.063,-0.044
0.016,-0.015,-0.034,-0.02,0.024,0.0,-0.029,0.0,-0.039,-0.039,-0.044,-0.063,-0.034
0.018,-0.034,-0.015,0.02,0.024,-0.029,0.0,0.0,-0.034,-0.034,-0.039,-0.054,-0.029
0.02,-0.02,-0.005,0.015,0.015,-0.02,0.005,0.005,-0.039,-0.034,-0.044,-0.059,-0.034
0.022,-0.005,-0.015,-0.01,0.01,0.0,-0.015,-0.005,-0.049,-0.049,-0.054,-0.063,-0.039
0.024,-0.005,-0.02,-0.015,0.015,0.005,-0.02,0.0,-0.044,-0.039,-0.044,-0.063,-0.029
0.026,0.01,0.005,-0.005,-0.005,0.005,0.0,-0.005,-0.049,-0.044,-0.049,-0.068,-0.034
0.028,-0.024,-0.01,0.015,0.02,-0.02,0.0,-0.005,-0.049,-0.049,-0.059,-0.073,-0.039
0.03,-0.02,-0.005,0.015,0.015,-0.02,0.005,0.0,-0.039,-0.034,-0.049,-0.059,-0.034
0.032,-0.02,-0.01,0.01,0.015,-0.015,0.0,0.01,-0.029,-0.029,-0.039,-0.049,-0.029
0.034,-0.024,-0.005,0.02,0.015,-0.024,0.005,0.01,-0.024,-0.02,-0.029,-0.044,-0.02
0.036,0.039,0.029,-0.01,-0.034,0.024,0.01,0.02,-0.015,-0.01,-0.02,-0.034,-0.015
0.038,0.059,0.034,-0.024,-0.044,0.039,0.005,0.024,-0.01,-0.01,-0.015,-0.034,-0.01
0.04,0.029,0.01,-0.02,-0.02,0.024,-0.005,0.015,-0.034,-0.024,-0.039,-0.054,-0.029
0.042,0.01,0.005,-0.005,-0.005,0.005,0.0,0.01,-0.039,-0.024,-0.034,-0.054,-0.024
0.044,-0.049,0.01,0.059,0.02,-0.054,0.034,0.039,-0.01,0.005,-0.01,-0.029,-0.005
0.046,-0.039,0.029,0.068,0.005,-0.054,0.049,0.054,0.01,0.02,0.005,-0.015,0.01
0.048,0.005,0.044,0.039,-0.024,-0.02,0.039,0.049,0.0,0.01,0.0,-0.02,0.005
