time,I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
0.0,0.00043879241376928345,0.0013821961033732427,0.0009653433102924235,-0.0008556452068501026,-0.0003290943103269626,0.0011847395171770653,0.00021939620688464173,0.003115426137761912,0.00278633182743495,0.002150082827469489,0.0013821961033732427,0.0014918942068155637
0.002,0.003262564308903012,0.00976478742996885,0.006633538886512714,-0.0061963562661629685,-0.002079434585145484,0.008275790851308452,0.001751950068238059,0.02176226483121852,0.01957313214263072,0.015216484427459667,0.00987448553341117,0.010421366257203237
0.004,0.011102485500297427,0.03137786134416032,0.020602794903809396,-0.020498253465430265,-0.0057872609333166755,0.026153876674616154,0.006427056804925789,0.06834352982637676,0.06192162968651417,0.048485394191239525,0.03181504396451006,0.03279556043700822
0.006,0.022938543987729605,0.06193791606774909,0.039400037675709224,-0.04156720515811363,-0.009815882096397345,0.050595192661829706,0.014255106043764142,0.12846188082078674,0.11777646819006919,0.09265002034962476,0.061493966988916626,0.06196989777107503
0.008,0.03186958731813997,0.0869213287233498,0.055175966311132064,-0.05881413789786966,-0.013227550329467243,0.07007717386765784,0.021361855858197065,0.1637827290583744,0.15343337411177227,0.12040236968492911,0.08072532000136569,0.07988999727632007
0.01,0.030437002716993223,0.09662689889194682,0.06583680365486945,-0.0629520798651776,-0.018843973013114537,0.07926042158002299,0.023498260702773322,0.15670031789293926,0.15247335953708469,0.11776472815602852,0.07948286957450253,0.0781864970204112
0.012,0.018971187038046008,0.09256554425080206,0.0730259553896991,-0.054540153442737,-0.027836091075890173,0.08084300049041278,0.02131408614697054,0.1308411981604022,0.13386431883220612,0.10044467416301646,0.06768817105082554,0.06774413414535456
0.014,0.007364689411549462,0.08122287326855311,0.07353942747541778,-0.04253585966760766,-0.03376228095620062,0.07645218138463429,0.01865859497552632,0.1172018834501388,0.12352022189867157,0.0905991973120404,0.06020656551197339,0.06225656529401576
0.016,0.005462113150307457,0.07038215826319208,0.06501378811387148,-0.0364051128181386,-0.03024530337543585,0.0675471354543354,0.01699826356312399,0.12034920067904234,0.12587991134707716,0.09176722580709913,0.06019451087046594,0.06285426510424456
0.018,0.012146465479934606,0.06618598016714411,0.054373045381857596,-0.03820988094987748,-0.0213958518268759,0.06011634280350094,0.014840827666472475,0.12551391535253376,0.12929352061700009,0.09376551355162428,0.06162088714486765,0.06295003251352155
0.02,0.019465954436223232,0.06769010127454683,0.04863888236754009,-0.042850850958064304,-0.015041196449803219,0.057942686946849516,0.010852349520775899,0.12221086314733336,0.12567793101350877,0.09027542491471166,0.059360389389258104,0.05896073616778102
0.022,0.02417064244297137,0.06907868426929457,0.045386227082913184,-0.04596326025413024,-0.01144463384263265,0.05738229127456397,0.005910079447095453,0.11241841752742221,0.11779087540157383,0.08439824501572075,0.05382735033546036,0.052939532584871295
0.024,0.0278738008967973,0.06756063424791602,0.04019805636869478,-0.04739945255606808,-0.007266620385399764,0.05425206795541425,0.0035655036900661434,0.10440672891635562,0.11316427004556164,0.082844600893804,0.050342984384504165,0.050098342902706816
0.026,0.031417761986320014,0.06445333690780433,0.03343916641286009,-0.047965130487672744,-0.002398938499260834,0.04887893505750951,0.007183811332604864,0.10359789198783705,0.11541414939960638,0.08791514186986393,0.05317478867953892,0.05352613460392773
0.028,0.034006243689931465,0.0605592564930455,0.02670492873829559,-0.04706290531620616,0.0019415903373687254,0.04295440263757003,0.01384554066805148,0.10614809832041415,0.11955172486051001,0.0930248135902822,0.05792670248249275,0.05822752005468956
0.03,0.0339201304631494,0.05441711275656456,0.02044653967070547,-0.043163690610178974,0.005067665300824312,0.03670218100129278,0.014509893605798475,0.10235844698269936,0.11576903226845872,0.08797950693366281,0.05437751900756919,0.05422173894756228
0.032,0.029889758459914855,0.04499812521239231,0.015124905985932649,-0.03566502474983657,0.006035760103436753,0.029728365474747727,0.005782276033854958,0.08947832770489726,0.10118954594800596,0.07154128460613554,0.04001494345764682,0.03917294806647581
0.034,0.023447035018225235,0.03525718968792221,0.012114558019706354,-0.02707104033439631,0.004360376285413699,0.02348893419046338,-0.0030961850903449308,0.07630692226429538,0.08511256080339931,0.05460803441649794,0.024724122915578413,0.022935860752745695
0.036,0.018461013004719317,0.03070661629584951,0.012716998541122137,-0.0220048037234709,0.0013402176143873876,0.021020559630374493,-0.0024497669688806002,0.07106573459952617,0.07751481942615468,0.04743455129691885,0.01831062080129327,0.015633436759939574
0.038,0.016658497454156884,0.03084399292325245,0.014476936755033733,-0.021043421866085786,-0.00036742907469155346,0.021172509075854874,0.003791753022190177,0.07104279703696637,0.07692125864112727,0.0487327465607704,0.019587217438705565,0.016192251206638166
0.04,0.014646333554855577,0.02681132134645396,0.012130225422784392,-0.018133234077900667,0.00039085717513398814,0.017434841833972217,0.004226838612513451,0.06803665890770721,0.07506523000961271,0.050361150886014026,0.021204005609365632,0.01646633037316547
0.042,0.008885269639413313,0.01523106485787816,0.006176197368454966,-0.009937748451005823,0.0011731058590169737,0.008636164919339396,-0.00412378617891485,0.0585771147849916,0.0684431730764956,0.04754283896272932,0.019648626390499517,0.01250520499788467
0.044,0.001860089865698543,0.006003216741573237,0.004073497940163338,-0.002707297764783457,-0.0012217440601543837,0.003320863460949358,-0.013607531051456559,0.04591774069043327,0.059991442242736746,0.0413264861495646,0.01645658591721709,0.007205511002421009
0.046,-0.001598620947924141,0.006695271990206086,0.008349929707739583,-0.002292100969408104,-0.005978726617883468,0.006062906757724477,-0.016654683328308682,0.035734083688529386,0.05331711083598586,0.035278454816867,0.013722765827273728,0.00415717787654303
0.048,-0.0011748399282317259,0.009509220705632038,0.010748704899102037,-0.004205798390346543,-0.008244677906662905,0.00856737374044136,-0.012638480840216258,0.03154804562930944,0.04932165553140413,0.03227476905637828,0.012274368957963562,0.0030049318635680246
0.05,0.0006242172009583689,0.002900132332828016,0.00229853901403266,-0.0011798413512667497,-0.0037769284953038033,0.0008846551140257653,-0.006360402905466227,0.03151482537338153,0.04617516661921915,0.031270072428963853,0.011151025461685431,0.0004916088467766197
0.052,0.0034481992416994824,-0.011661770671030998,-0.015013453575814925,0.005417982911397055,0.006644300151573475,-0.015054533878630484,-0.0034251406748301797,0.029963008467730062,0.04108356275154264,0.027578718120477613,0.007554533209177958,-0.005115980502587753
0.054,0.007141777461351648,-0.02193641037897581,-0.028789701316947892,0.008816565809418545,0.016246879696728514,-0.027172698710244407,-0.00563114239760322,0.02432813846446216,0.0334072443008398,0.019315654664014942,9.611820819573302e-05,-0.011431235331811158
0.056,0.007016499513185626,-0.021615236537676854,-0.02832959131364586,0.008640331271884325,0.016628647726232484,-0.026916151784640824,-0.009815457314386032,0.01810193576393104,0.025896506297405718,0.010806847030326507,-0.008661519290172968,-0.015044719705974569
0.058,-0.0032675525806010724,-0.018324547418653716,-0.015114421630396366,0.012394268723997843,0.00510214770029861,-0.018360954226861417,-0.011857146518207996,0.015275830797796427,0.02191774389905516,0.007059233530328523,-0.014818574627389506,-0.015671564228562467
0.06,-0.02204007857199825,-0.022120447884839693,-0.0005496086800117453,0.02370167417604259,-0.011484580931903897,-0.012168523040873982,-0.011121263390102653,0.014597018111776973,0.021560084575677072,0.0075430746971602135,-0.017264475955079815,-0.01571208944826605
0.062,-0.035666209764666536,-0.03138562279253739,0.003762455481504017,0.03443583987166887,-0.020147862928614983,-0.013921574993995097,-0.010492177132293758,0.010824918077954914,0.021111677970918712,0.007284403269609685,-0.0183357381494351,-0.017302930133613476
0.064,-0.030669720955328956,-0.03587376743464383,-0.005463708830636181,0.033512498771464914,-0.012640431614217932,-0.020733013526027518,-0.013131446752415864,0.0008557614947001585,0.016280265420606992,0.002452885638303499,-0.02135078518626278,-0.02104624896980464
