time,I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
0.0,-0.029,-0.068,-0.039,0.049,0.005,-0.054,-0.059,0.146,0.029,-0.137,-0.205,0.0
0.002,-0.029,-0.068,-0.039,0.049,0.005,-0.054,-0.059,0.146,0.029,-0.137,-0.205,0.0
0.004,-0.029,-0.068,-0.039,0.049,0.005,-0.054,-0.059,0.146,0.029,-0.137,-0.205,0.0
0.006,-0.029,-0.068,-0.039,0.049,0.005,-0.054,-0.059,0.146,0.029,-0.137,-0.205,0.0
0.008,-0.024,-0.063,-0.039,0.044,0.005,-0.054,-0.059,0.146,0.034,-0.137,-0.195,0.005
0.01,-0.02,-0.059,-0.039,0.039,0.01,-0.049,-0.059,0.146,0.039,-0.137,-0.195,0.01
0.012,-0.015,-0.054,-0.039,0.034,0.01,-0.049,-0.059,0.146,0.044,-0.137,-0.195,0.015
0.014,-0.01,-0.049,-0.039,0.029,0.015,-0.044,-0.059,0.146,0.049,-0.137,-0.195,0.02
0.016,0.0,-0.039,-0.039,0.02,0.02,-0.039,-0.068,0.156,0.059,-0.132,-0.181,0.029
0.018,0.0,-0.039,-0.039,0.02,0.02,-0.039,-0.068,0.156,0.059,-0.127,-0.176,0.039
0.02,0.0,-0.039,-0.039,0.02,0.02,-0.039,-0.068,0.156,0.059,-0.122,-0.171,0.049
0.022,0.0,-0.039,-0.039,0.02,0.02,-0.039,-0.068,0.156,0.059,-0.117,-0.166,0.059
0.024,0.01,-0.024,-0.034,0.01,0.02,-0.029,-0.083,0.137,0.059,-0.107,-0.156,0.063
0.026,0.01,-0.02,-0.029,0.005,0.02,-0.024,-0.098,0.127,0.059,-0.107,-0.156,0.068
0.028,0.01,-0.015,-0.024,0.005,0.015,-0.02,-0.112,0.117,0.059,-0.107,-0.156,0.073
0.03,0.01,-0.01,-0.02,0.0,0.015,-0.015,-0.127,0.107,0.059,-0.107,-0.156,0.078
0.032,0.01,-0.02,-0.029,0.005,0.02,-0.024,-0.132,0.102,0.068,-0.098,-0.142,0.098
0.034,0.01,-0.02,-0.029,0.005,0.02,-0.024,-0.137,0.098,0.068,-0.088,-0.137,0.107
0.036,0.01,-0.02,-0.029,0.005,0.02,-0.024,-0.142,0.093,0.068,-0.078,-0.132,0.117
0.038,0.01,-0.02,-0.029,0.005,0.02,-0.024,-0.146,0.088,0.068,-0.068,-0.127,0.127
0.04,0.02,0.0,-0.02,-0.01,0.02,-0.01,-0.146,0.073,0.078,-0.059,-0.127,0.127
0.042,0.02,0.01,-0.01,-0.015,0.015,0.0,-0.146,0.068,0.078,-0.059,-0.127,0.127
0.044,0.02,0.02,0.0,-0.02,0.01,0.01,-0.146,0.063,0.078,-0.059,-0.127,0.127
0.046,0.02,0.029,0.01,-0.024,0.005,0.02,-0.146,0.059,0.078,-0.059,-0.127,0.127
0.048,0.015,0.015,0.0,-0.015,0.005,0.005,-0.132,0.059,0.083,-0.054,-0.122,0.132
0.05,0.01,0.01,0.0,-0.01,0.005,0.005,-0.127,0.059,0.088,-0.049,-0.117,0.137
0.052,0.005,0.005,0.0,-0.005,0.0,0.0,-0.122,0.059,0.093,-0.044,-0.112,0.142
0.054,0.0,0.0,0.0,0.0,0.0,0.0,-0.117,0.059,0.098,-0.039,-0.107,0.146
0.056,0.01,0.01,0.0,-0.01,0.005,0.005,-0.107,0.063,0.102,-0.029,-0.117,0.156
0.058,0.01,0.02,0.01,-0.015,0.0,0.015,-0.098,0.068,0.107,-0.029,-0.117,0.156
0.06,0.01,0.029,0.02,-0.02,-0.005,0.024,-0.088,0.073,0.112,-0.029,-0.117,0.156
0.062,0.01,0.039,0.029,-0.024,-0.01,0.034,-0.078,0.078,0.117,-0.029,-0.117,0.156
0.064,0.01,0.039,0.029,-0.024,-0.01,0.034,-0.073,0.073,0.127,-0.02,-0.117,0.166
0.066,0.01,0.039,0.029,-0.024,-0.01,0.034,-0.068,0.068,0.127,-0.02,-0.117,0.166
0.068,0.01,0.039,0.029,-0.024,-0.01,0.034,-0.063,0.063,0.127,-0.02,-0.117,0.166
0.07,0.01,0.039,0.029,-0.024,-0.01,0.034,-0.059,0.059,0.127,-0.02,-0.117,0.166
0.072,0.005,0.029,0.024,-0.015,-0.01,0.024,-0.049,0.049,0.112,-0.034,-0.122,0.156
0.074,0.0,0.02,0.02,-0.01,-0.01,0.02,-0.039,0.049,0.107,-0.039,-0.127,0.156
0.076,-0.005,0.01,0.015,0.0,-0.01,0.01,-0.029,0.049,0.102,-0.044,-0.132,0.156
0.078,-0.01,0.0,0.01,0.005,-0.01,0.005,-0.02,0.049,0.098,-0.049,-0.137,0.156
0.08,-0.02,-0.01,0.01,0.015,-0.015,0.0,-0.005,0.044,0.083,-0.059,-0.156,0.142
0.082,-0.02,-0.01,0.01,0.015,-0.015,0.0,0.0,0.039,0.078,-0.068,-0.166,0.137
0.084,-0.02,-0.01,0.01,0.015,-0.015,0.0,0.005,0.034,0.073,-0.078,-0.176,0.132
0.086,-0.02,-0.01,0.01,0.015,-0.015,0.0,0.01,0.029,0.068,-0.088,-0.185,0.127
0.088,-0.029,-0.024,0.005,0.029,-0.02,-0.01,0.029,0.034,0.083,-0.073,-0.176,0.137
0.09,-0.029,-0.029,0.0,0.029,-0.015,-0.015,0.039,0.039,0.088,-0.068,-0.176,0.137
0.092,-0.029,-0.034,-0.005,0.034,-0.015,-0.02,0.049,0.044,0.093,-0.063,-0.176,0.137
0.094,-0.029,-0.039,-0.01,0.034,-0.01,-0.024,0.059,0.049,0.098,-0.059,-0.176,0.137
0.096,-0.02,-0.029,-0.01,0.024,-0.005,-0.02,0.073,0.054,0.102,-0.059,-0.166,0.146
0.098,-0.02,-0.029,-0.01,0.024,-0.005,-0.02,0.078,0.059,0.107,-0.059,-0.166,0.146
0.1,-0.02,-0.029,-0.01,0.024,-0.005,-0.02,0.083,0.063,0.112,-0.059,-0.166,0.146
0.102,-0.02,-0.029,-0.01,0.024,-0.005,-0.02,0.088,0.068,0.117,-0.059,-0.166,0.146
0.104,-0.005,-0.024,-0.02,0.015,0.005,-0.024,0.093,0.059,0.127,-0.049,-0.176,0.156
0.106,0.0,-0.02,-0.02,0.01,0.01,-0.02,0.098,0.059,0.127,-0.049,-0.176,0.156
0.108,0.005,-0.015,-0.02,0.005,0.01,-0.02,0.102,0.059,0.127,-0.049,-0.176,0.156
0.11,0.01,-0.01,-0.02,0.0,0.015,-0.015,0.107,0.059,0.127,-0.049,-0.176,0.156
0.112,0.0,-0.02,-0.02,0.01,0.01,-0.02,0.107,0.068,0.127,-0.049,-0.166,0.156
0.114,-0.01,-0.029,-0.02,0.02,0.005,-0.024,0.107,0.068,0.127,-0.049,-0.166,0.156
0.116,-0.02,-0.039,-0.02,0.029,0.0,-0.029,0.107,0.068,0.127,-0.049,-0.166,0.156
0.118,-0.029,-0.049,-0.02,0.039,-0.005,-0.034,0.107,0.068,0.127,-0.049,-0.166,0.156
0.12,-0.024,-0.044,-0.02,0.034,-0.005,-0.034,0.098,0.063,0.122,-0.054,-0.171,0.156
0.122,-0.02,-0.039,-0.02,0.029,0.0,-0.029,0.098,0.059,0.117,-0.059,-0.176,0.156
0.124,-0.015,-0.034,-0.02,0.024,0.0,-0.029,0.098,0.054,0.112,-0.063,-0.181,0.156
0.126,-0.01,-0.029,-0.02,0.02,0.005,-0.024,0.098,0.049,0.107,-0.068,-0.185,0.156
0.128,-0.015,-0.029,-0.015,0.024,0.0,-0.024,0.088,0.044,0.107,-0.059,-0.185,0.156
0.13,-0.02,-0.029,-0.01,0.024,-0.005,-0.02,0.088,0.039,0.107,-0.059,-0.185,0.156
0.132,-0.024,-0.029,-0.005,0.029,-0.01,-0.02,0.088,0.034,0.107,-0.059,-0.185,0.156
0.134,-0.029,-0.029,0.0,0.029,-0.015,-0.015,0.088,0.029,0.107,-0.059,-0.185,0.156
0.136,-0.029,-0.024,0.005,0.029,-0.02,-0.01,0.102,0.034,0.117,-0.059,-0.185,0.166
0.138,-0.029,-0.02,0.01,0.024,-0.02,-0.005,0.107,0.039,0.117,-0.059,-0.185,0.166
0.14,-0.029,-0.015,0.015,0.024,-0.024,0.0,0.112,0.044,0.117,-0.059,-0.185,0.166
0.142,-0.029,-0.01,0.02,0.02,-0.024,0.005,0.117,0.049,0.117,-0.059,-0.185,0.166
0.144,-0.039,-0.02,0.02,0.029,-0.029,0.0,0.122,0.039,0.117,-0.068,-0.185,0.156
0.146,-0.049,-0.029,0.02,0.039,-0.034,-0.005,0.127,0.039,0.117,-0.068,-0.185,0.156
0.148,-0.059,-0.039,0.02,0.049,-0.039,-0.01,0.132,0.039,0.117,-0.068,-0.185,0.156
0.15,-0.068,-0.049,0.02,0.059,-0.044,-0.015,0.137,0.039,0.117,-0.068,-0.185,0.156
0.152,-0.049,-0.034,0.015,0.044,-0.034,-0.01,0.146,0.049,0.122,-0.054,-0.176,0.161
0.154,-0.039,-0.029,0.01,0.034,-0.024,-0.01,0.146,0.049,0.127,-0.049,-0.176,0.166
0.156,-0.029,-0.024,0.005,0.029,-0.02,-0.01,0.146,0.049,0.132,-0.044,-0.176,0.171
0.158,-0.02,-0.02,0.0,0.02,-0.01,-0.01,0.146,0.049,0.137,-0.039,-0.176,0.176
0.16,-0.02,-0.01,0.01,0.015,-0.015,0.0,0.137,0.044,0.127,-0.049,-0.176,0.166
0.162,-0.02,-0.01,0.01,0.015,-0.015,0.0,0.137,0.039,0.127,-0.049,-0.176,0.166
0.164,-0.02,-0.01,0.01,0.015,-0.015,0.0,0.137,0.034,0.127,-0.049,-0.176,0.166
0.166,-0.02,-0.01,0.01,0.015,-0.015,0.0,0.137,0.029,0.127,-0.049,-0.176,0.166
0.168,-0.024,-0.02,0.005,0.024,-0.015,-0.01,0.122,0.015,0.117,-0.059,-0.185,0.156
0.17,-0.029,-0.02,0.01,0.024,-0.02,-0.005,0.117,0.01,0.117,-0.059,-0.185,0.156
0.172,-0.034,-0.02,0.015,0.029,-0.024,-0.005,0.112,0.005,0.117,-0.059,-0.185,0.156
0.174,-0.039,-0.02,0.02,0.029,-0.029,0.0,0.107,0.0,0.117,-0.059,-0.185,0.156
0.176,-0.044,-0.024,0.02,0.034,-0.034,-0.005,0.098,-0.005,0.112,-0.063,-0.19,0.146
0.178,-0.049,-0.029,0.02,0.039,-0.034,-0.005,0.098,-0.01,0.107,-0.068,-0.195,0.146
0.18,-0.054,-0.034,0.02,0.044,-0.039,-0.01,0.098,-0.015,0.102,-0.073,-0.2,0.146
0.182,-0.059,-0.039,0.02,0.049,-0.039,-0.01,0.098,-0.02,0.098,-0.078,-0.205,0.146
0.184,-0.049,-0.039,0.01,0.044,-0.029,-0.015,0.107,-0.02,0.107,-0.068,-0.205,0.146
0.186,-0.049,-0.039,0.01,0.044,-0.029,-0.015,0.107,-0.02,0.107,-0.068,-0.205,0.146
0.188,-0.049,-0.039,0.01,0.044,-0.029,-0.015,0.107,-0.02,0.107,-0.068,-0.205,0.146
0.19,-0.049,-0.039,0.01,0.044,-0.029,-0.015,0.107,-0.02,0.107,-0.068,-0.205,0.146
0.192,-0.049,-0.049,0.0,0.049,-0.024,-0.024,0.117,-0.015,0.117,-0.059,-0.195,0.156
0.194,-0.049,-0.049,0.0,0.049,-0.024,-0.024,0.117,-0.01,0.117,-0.059,-0.195,0.156
0.196,-0.049,-0.049,0.0,0.049,-0.024,-0.024,0.117,-0.005,0.117,-0.059,-0.195,0.156
0.198,-0.049,-0.049,0.0,0.049,-0.024,-0.024,0.117,0.0,0.117,-0.059,-0.195,0.156
0.2,-0.034,-0.034,0.0,0.034,-0.02,-0.02,0.122,0.01,0.122,-0.054,-0.19,0.166
0.202,-0.029,-0.02,0.01,0.024,-0.02,-0.005,0.127,0.02,0.127,-0.049,-0.185,0.166
0.204,-0.024,-0.005,0.02,0.015,-0.024,0.005,0.132,0.029,0.132,-0.044,-0.181,0.166
0.206,-0.02,0.01,0.029,0.005,-0.024,0.02,0.137,0.039,0.137,-0.039,-0.176,0.166
0.208,-0.01,0.005,0.015,0.005,-0.015,0.01,0.142,0.049,0.142,-0.029,-0.176,0.166
0.21,-0.01,0.0,0.01,0.005,-0.01,0.005,0.146,0.049,0.146,-0.029,-0.176,0.166
0.212,-0.01,-0.005,0.005,0.01,-0.01,0.0,0.151,0.049,0.151,-0.029,-0.176,0.166
0.214,-0.01,-0.01,0.0,0.01,-0.005,-0.005,0.156,0.049,0.156,-0.029,-0.176,0.166
0.216,-0.024,-0.024,0.0,0.024,-0.015,-0.015,0.161,0.059,0.146,-0.039,-0.176,0.166
0.218,-0.029,-0.029,0.0,0.029,-0.015,-0.015,0.166,0.059,0.146,-0.039,-0.176,0.166
0.22,-0.034,-0.034,0.0,0.034,-0.02,-0.02,0.171,0.059,0.146,-0.039,-0.176,0.166
0.222,-0.039,-0.039,0.0,0.039,-0.02,-0.02,0.176,0.059,0.146,-0.039,-0.176,0.166
0.224,-0.049,-0.044,0.005,0.049,-0.029,-0.02,0.185,0.054,0.137,-0.049,-0.19,0.161
0.226,-0.049,-0.049,0.0,0.049,-0.024,-0.024,0.185,0.049,0.127,-0.059,-0.195,0.156
0.228,-0.049,-0.054,-0.005,0.054,-0.024,-0.029,0.185,0.044,0.117,-0.068,-0.2,0.151
0.23,-0.049,-0.059,-0.01,0.054,-0.02,-0.034,0.185,0.039,0.107,-0.078,-0.205,0.146
0.232,-0.049,-0.068,-0.02,0.059,-0.015,-0.044,0.19,0.029,0.107,-0.078,-0.215,0.142
0.234,-0.049,-0.068,-0.02,0.059,-0.015,-0.044,0.195,0.029,0.107,-0.078,-0.215,0.137
0.236,-0.049,-0.068,-0.02,0.059,-0.015,-0.044,0.2,0.029,0.107,-0.078,-0.215,0.132
0.238,-0.049,-0.068,-0.02,0.059,-0.015,-0.044,0.205,0.029,0.107,-0.078,-0.215,0.127
0.24,-0.044,-0.054,-0.01,0.049,-0.02,-0.034,0.195,0.039,0.107,-0.078,-0.215,0.127
0.242,-0.039,-0.049,-0.01,0.044,-0.015,-0.029,0.195,0.039,0.107,-0.078,-0.215,0.127
0.244,-0.034,-0.044,-0.01,0.039,-0.015,-0.029,0.195,0.039,0.107,-0.078,-0.215,0.127
0.246,-0.029,-0.039,-0.01,0.034,-0.01,-0.024,0.195,0.039,0.107,-0.078,-0.215,0.127
0.248,-0.02,-0.034,-0.015,0.029,-0.005,-0.024,0.181,0.029,0.107,-0.068,-0.21,0.132
0.25,-0.02,-0.029,-0.01,0.024,-0.005,-0.02,0.176,0.029,0.107,-0.068,-0.205,0.137
0.252,-0.02,-0.024,-0.005,0.024,-0.01,-0.015,0.171,0.029,0.107,-0.068,-0.2,0.142
0.254,-0.02,-0.02,0.0,0.02,-0.01,-0.01,0.166,0.029,0.107,-0.068,-0.195,0.146
0.256,-0.029,-0.024,0.005,0.029,-0.02,-0.01,0.166,0.02,0.098,-0.059,-0.185,0.146
0.258,-0.029,-0.029,0.0,0.029,-0.015,-0.015,0.166,0.02,0.098,-0.059,-0.185,0.146
0.26,-0.029,-0.034,-0.005,0.034,-0.015,-0.02,0.166,0.02,0.098,-0.059,-0.185,0.146
0.262,-0.029,-0.039,-0.01,0.034,-0.01,-0.024,0.166,0.02,0.098,-0.059,-0.185,0.146
0.264,-0.034,-0.039,-0.005,0.039,-0.015,-0.024,0.156,0.02,0.093,-0.063,-0.19,0.142
0.266,-0.039,-0.039,0.0,0.039,-0.02,-0.02,0.156,0.02,0.088,-0.068,-0.195,0.137
0.268,-0.044,-0.039,0.005,0.044,-0.024,-0.02,0.156,0.02,0.083,-0.073,-0.2,0.132
0.27,-0.049,-0.039,0.01,0.044,-0.029,-0.015,0.156,0.02,0.078,-0.078,-0.205,0.127
