time,I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
0.0,-0.063,0.166,0.229,-0.049,-0.146,0.195,0.107,-0.068,-0.083,-0.205,-0.176,-0.254
0.002,-0.044,0.176,0.22,-0.063,-0.132,0.195,0.127,-0.01,-0.049,-0.2,-0.166,-0.239
0.004,-0.039,0.146,0.185,-0.054,-0.112,0.166,0.146,0.024,-0.015,-0.181,-0.132,-0.205
0.006,0.0,0.127,0.127,-0.063,-0.063,0.127,0.137,0.073,0.063,-0.127,-0.044,-0.107
0.008,0.039,0.117,0.078,-0.078,-0.02,0.098,0.122,0.156,0.2,-0.044,0.093,0.049
0.01,0.063,0.137,0.073,-0.098,-0.005,0.102,0.078,0.102,0.264,0.054,0.239,0.181
0.012,0.132,0.21,0.078,-0.171,0.024,0.142,-0.01,-0.024,0.337,0.195,0.439,0.371
0.014,0.205,0.283,0.078,-0.244,0.063,0.181,-0.088,-0.132,0.434,0.395,0.698,0.62
0.016,0.273,0.361,0.088,-0.317,0.093,0.224,-0.176,-0.234,0.532,0.615,0.981,0.874
0.018,0.351,0.439,0.088,-0.395,0.132,0.264,-0.254,-0.293,0.659,0.839,1.283,1.147
0.02,0.439,0.522,0.083,-0.478,0.176,0.303,-0.356,-0.381,0.781,1.108,1.64,1.459
0.022,0.556,0.61,0.054,-0.581,0.249,0.332,-0.473,-0.483,0.898,1.386,2.011,1.752
0.024,0.659,0.654,-0.005,-0.654,0.332,0.322,-0.566,-0.556,0.942,1.571,2.269,1.918
0.026,0.727,0.673,-0.054,-0.698,0.39,0.307,-0.634,-0.61,0.937,1.693,2.411,1.962
0.028,0.795,0.683,-0.112,-0.737,0.454,0.283,-0.683,-0.639,0.927,1.762,2.489,1.972
0.03,0.869,0.683,-0.185,-0.776,0.527,0.249,-0.703,-0.644,0.893,1.796,2.513,1.923
0.032,0.903,0.551,-0.351,-0.727,0.625,0.098,-0.732,-0.654,0.844,1.781,2.479,1.835
0.034,0.922,0.288,-0.634,-0.605,0.776,-0.176,-0.795,-0.634,0.81,1.747,2.43,1.742
0.036,0.898,0.063,-0.834,-0.478,0.864,-0.386,-0.859,-0.752,0.556,1.62,2.206,1.444
0.038,0.83,-0.093,-0.922,-0.366,0.874,-0.508,-0.883,-0.971,0.142,1.425,1.83,0.981
0.04,0.732,-0.21,-0.942,-0.259,0.834,-0.576,-0.849,-1.176,-0.332,1.191,1.366,0.42
0.042,0.615,-0.298,-0.913,-0.156,0.761,-0.605,-0.781,-1.337,-0.776,0.922,0.854,-0.156
0.044,0.454,-0.322,-0.776,-0.063,0.615,-0.551,-0.712,-1.435,-1.098,0.586,0.307,-0.634
0.046,0.317,-0.288,-0.605,-0.015,0.459,-0.449,-0.62,-1.405,-1.196,0.312,-0.034,-0.864
0.048,0.249,-0.19,-0.439,-0.029,0.342,-0.317,-0.512,-1.171,-1.01,0.2,-0.073,-0.781
0.05,0.21,-0.102,-0.312,-0.054,0.259,-0.21,-0.41,-0.878,-0.737,0.137,-0.024,-0.576
0.052,0.156,-0.078,-0.234,-0.039,0.195,-0.156,-0.322,-0.63,-0.488,0.073,0.024,-0.395
0.054,0.122,-0.054,-0.176,-0.034,0.146,-0.117,-0.234,-0.415,-0.298,0.024,0.063,-0.254
0.056,0.102,-0.039,-0.142,-0.029,0.122,-0.093,-0.166,-0.254,-0.151,0.034,0.127,-0.137
0.058,0.083,-0.044,-0.127,-0.02,0.102,-0.088,-0.132,-0.181,-0.073,0.029,0.146,-0.078
0.06,0.068,-0.039,-0.107,-0.015,0.088,-0.073,-0.093,-0.127,-0.034,0.024,0.151,-0.049
0.062,0.068,-0.024,-0.093,-0.02,0.078,-0.059,-0.068,-0.098,-0.02,0.01,0.142,-0.049
0.064,0.049,-0.034,-0.083,-0.005,0.063,-0.059,-0.063,-0.098,-0.024,-0.01,0.117,-0.068
0.066,0.034,-0.029,-0.063,0.0,0.049,-0.049,-0.054,-0.102,-0.039,-0.034,0.083,-0.093
0.068,0.024,-0.034,-0.059,0.005,0.039,-0.049,-0.059,-0.102,-0.039,-0.049,0.073,-0.102
0.07,0.01,-0.049,-0.059,0.02,0.034,-0.054,-0.054,-0.098,-0.039,-0.068,0.068,-0.112
0.072,0.01,-0.049,-0.059,0.02,0.034,-0.054,-0.039,-0.093,-0.049,-0.083,0.054,-0.132
0.074,0.0,-0.049,-0.049,0.024,0.024,-0.049,-0.029,-0.078,-0.049,-0.098,0.034,-0.132
0.076,0.005,-0.039,-0.044,0.02,0.024,-0.044,-0.015,-0.068,-0.044,-0.098,0.039,-0.127
0.078,-0.02,-0.059,-0.039,0.039,0.01,-0.049,-0.005,-0.063,-0.039,-0.093,0.039,-0.137
0.08,-0.02,-0.063,-0.044,0.044,0.01,-0.054,-0.005,-0.059,-0.049,-0.102,0.02,-0.156
0.082,-0.015,-0.054,-0.039,0.034,0.01,-0.049,0.0,-0.049,-0.054,-0.112,0.02,-0.161
0.084,-0.024,-0.059,-0.034,0.044,0.005,-0.049,0.0,-0.054,-0.059,-0.122,0.01,-0.171
0.086,-0.029,-0.054,-0.024,0.044,-0.005,-0.039,-0.005,-0.063,-0.059,-0.137,0.0,-0.171
0.088,-0.039,-0.044,-0.005,0.044,-0.02,-0.024,-0.005,-0.054,-0.054,-0.142,-0.005,-0.166
0.09,-0.039,-0.039,0.0,0.039,-0.02,-0.02,0.01,-0.054,-0.049,-0.151,-0.01,-0.166
0.092,-0.029,-0.024,0.005,0.029,-0.02,-0.01,0.01,-0.049,-0.039,-0.146,-0.01,-0.156
0.094,-0.039,-0.02,0.02,0.029,-0.029,0.0,0.024,-0.034,-0.024,-0.137,-0.01,-0.142
0.096,-0.024,-0.005,0.02,0.015,-0.024,0.005,0.024,-0.02,-0.015,-0.122,-0.015,-0.132
0.098,-0.005,0.0,0.005,0.005,-0.005,0.0,0.024,-0.015,-0.01,-0.117,-0.01,-0.132
0.1,0.0,-0.005,-0.005,0.005,0.0,-0.005,0.015,-0.015,-0.02,-0.117,-0.02,-0.137
0.102,-0.015,-0.015,0.0,0.015,-0.01,-0.01,0.01,-0.01,-0.024,-0.122,-0.029,-0.142
0.104,-0.024,-0.02,0.005,0.024,-0.015,-0.01,0.01,-0.01,-0.024,-0.122,-0.039,-0.146
0.106,-0.034,-0.029,0.005,0.034,-0.02,-0.015,0.01,-0.015,-0.02,-0.137,-0.044,-0.146
0.108,-0.02,-0.015,0.005,0.02,-0.015,-0.005,0.005,-0.02,-0.029,-0.137,-0.049,-0.142
0.11,-0.02,-0.015,0.005,0.02,-0.015,-0.005,0.01,-0.015,-0.015,-0.137,-0.039,-0.137
0.112,-0.024,-0.015,0.01,0.02,-0.02,-0.005,0.0,-0.015,-0.01,-0.137,-0.044,-0.142
0.114,-0.024,-0.015,0.01,0.02,-0.02,-0.005,0.0,-0.01,-0.01,-0.137,-0.044,-0.132
0.116,-0.029,-0.024,0.005,0.029,-0.02,-0.01,-0.005,-0.015,-0.02,-0.137,-0.049,-0.142
0.118,-0.029,-0.034,-0.005,0.034,-0.015,-0.02,0.01,-0.005,-0.005,-0.122,-0.044,-0.132
0.12,-0.029,-0.034,-0.005,0.034,-0.015,-0.02,0.024,0.0,-0.01,-0.122,-0.044,-0.137
0.122,-0.034,-0.039,-0.005,0.039,-0.015,-0.024,0.024,0.0,-0.01,-0.127,-0.049,-0.137
0.124,-0.015,-0.054,-0.039,0.034,0.01,-0.049,0.02,0.005,-0.02,-0.127,-0.059,-0.151
0.126,-0.024,-0.063,-0.039,0.044,0.005,-0.054,0.015,-0.01,-0.034,-0.146,-0.083,-0.166
0.128,-0.02,-0.059,-0.039,0.039,0.01,-0.049,-0.005,-0.015,-0.039,-0.151,-0.083,-0.176
0.13,-0.015,-0.039,-0.024,0.029,0.005,-0.034,-0.005,-0.01,-0.024,-0.151,-0.078,-0.161
0.132,-0.024,-0.044,-0.02,0.034,-0.005,-0.034,-0.005,-0.005,-0.015,-0.146,-0.068,-0.146
0.134,-0.024,-0.049,-0.024,0.039,0.0,-0.039,-0.01,-0.01,-0.024,-0.151,-0.083,-0.151
0.136,-0.034,-0.054,-0.02,0.044,-0.01,-0.039,-0.005,0.005,-0.01,-0.146,-0.068,-0.142
0.138,-0.049,-0.063,-0.015,0.059,-0.02,-0.039,0.0,0.01,-0.005,-0.137,-0.059,-0.132
0.14,-0.039,-0.063,-0.024,0.054,-0.01,-0.044,0.005,0.015,0.005,-0.127,-0.054,-0.127
0.142,-0.039,-0.063,-0.024,0.054,-0.01,-0.044,0.005,0.024,0.0,-0.127,-0.054,-0.127
0.144,-0.044,-0.073,-0.029,0.059,-0.01,-0.054,0.005,0.024,0.0,-0.142,-0.054,-0.137
0.146,-0.044,-0.068,-0.024,0.059,-0.01,-0.049,0.01,0.02,0.0,-0.137,-0.063,-0.137
0.148,-0.044,-0.068,-0.024,0.059,-0.01,-0.049,0.0,0.02,0.0,-0.142,-0.073,-0.137
0.15,-0.039,-0.073,-0.034,0.059,-0.005,-0.054,-0.005,0.015,-0.01,-0.146,-0.073,-0.142
0.152,-0.034,-0.068,-0.034,0.054,0.0,-0.054,-0.01,0.01,-0.01,-0.151,-0.078,-0.142
0.154,-0.039,-0.063,-0.024,0.054,-0.01,-0.044,-0.005,0.015,-0.005,-0.156,-0.078,-0.132
0.156,-0.039,-0.068,-0.029,0.054,-0.005,-0.049,0.0,0.024,0.0,-0.146,-0.068,-0.127
0.158,-0.054,-0.073,-0.02,0.063,-0.02,-0.049,-0.005,0.015,-0.005,-0.146,-0.073,-0.132
0.16,-0.049,-0.063,-0.015,0.059,-0.02,-0.039,0.0,0.01,-0.005,-0.151,-0.083,-0.137
0.162,-0.044,-0.054,-0.01,0.049,-0.02,-0.034,0.01,0.02,-0.01,-0.151,-0.088,-0.137
0.164,-0.049,-0.063,-0.015,0.059,-0.02,-0.039,-0.005,0.015,-0.005,-0.151,-0.088,-0.146
0.166,-0.044,-0.059,-0.015,0.054,-0.015,-0.039,-0.005,0.02,0.0,-0.146,-0.083,-0.146
0.168,-0.044,-0.049,-0.005,0.049,-0.02,-0.029,0.005,0.029,-0.005,-0.151,-0.088,-0.146
0.17,-0.054,-0.054,0.0,0.054,-0.029,-0.029,0.0,0.024,-0.01,-0.156,-0.093,-0.146
0.172,-0.068,-0.059,0.01,0.063,-0.039,-0.024,-0.01,0.024,-0.01,-0.156,-0.088,-0.137
0.174,-0.068,-0.068,0.0,0.068,-0.034,-0.034,-0.02,0.029,-0.015,-0.156,-0.093,-0.137
0.176,-0.059,-0.088,-0.029,0.073,-0.015,-0.059,-0.02,0.02,-0.02,-0.161,-0.088,-0.142
0.178,-0.049,-0.083,-0.034,0.068,-0.01,-0.059,-0.02,0.029,-0.01,-0.151,-0.088,-0.142
0.18,-0.049,-0.078,-0.029,0.063,-0.01,-0.054,-0.024,0.029,-0.015,-0.151,-0.088,-0.142
0.182,-0.024,-0.059,-0.034,0.044,0.005,-0.049,-0.02,0.044,-0.01,-0.146,-0.083,-0.146
0.184,-0.02,-0.059,-0.039,0.039,0.01,-0.049,-0.01,0.044,-0.01,-0.146,-0.078,-0.146
0.186,-0.039,-0.073,-0.034,0.059,-0.005,-0.054,-0.02,0.039,-0.015,-0.161,-0.088,-0.146
0.188,-0.029,-0.054,-0.024,0.044,-0.005,-0.039,-0.02,0.039,-0.015,-0.166,-0.093,-0.137
0.19,-0.044,-0.068,-0.024,0.059,-0.01,-0.049,-0.024,0.049,-0.005,-0.171,-0.093,-0.132
0.192,-0.054,-0.078,-0.024,0.068,-0.015,-0.054,-0.024,0.054,0.0,-0.161,-0.093,-0.132
0.194,-0.054,-0.078,-0.024,0.068,-0.015,-0.054,-0.029,0.068,0.005,-0.161,-0.083,-0.122
0.196,-0.068,-0.083,-0.015,0.078,-0.029,-0.049,-0.034,0.063,0.005,-0.161,-0.083,-0.122
0.198,-0.059,-0.073,-0.015,0.068,-0.024,-0.044,-0.02,0.073,0.02,-0.151,-0.073,-0.117
0.2,-0.054,-0.083,-0.029,0.068,-0.015,-0.059,-0.015,0.078,0.01,-0.151,-0.073,-0.117
0.202,-0.059,-0.088,-0.029,0.073,-0.015,-0.059,-0.02,0.073,0.0,-0.161,-0.088,-0.142
0.204,-0.054,-0.073,-0.02,0.063,-0.02,-0.049,-0.005,0.078,0.02,-0.161,-0.073,-0.127
0.206,-0.059,-0.073,-0.015,0.068,-0.024,-0.044,0.0,0.088,0.024,-0.166,-0.078,-0.122
0.208,-0.063,-0.073,-0.01,0.068,-0.029,-0.044,0.01,0.098,0.029,-0.166,-0.078,-0.117
0.21,-0.063,-0.063,0.0,0.063,-0.034,-0.034,0.01,0.112,0.044,-0.166,-0.068,-0.107
0.212,-0.068,-0.068,0.0,0.068,-0.034,-0.034,0.005,0.112,0.049,-0.166,-0.068,-0.098
0.214,-0.068,-0.073,-0.005,0.073,-0.034,-0.039,0.01,0.132,0.054,-0.151,-0.054,-0.088
0.216,-0.078,-0.078,0.0,0.078,-0.039,-0.039,0.015,0.146,0.059,-0.146,-0.044,-0.078
0.218,-0.059,-0.073,-0.015,0.068,-0.024,-0.044,0.024,0.156,0.073,-0.137,-0.029,-0.068
0.22,-0.049,-0.068,-0.02,0.059,-0.015,-0.044,0.034,0.171,0.078,-0.137,-0.024,-0.063
0.222,-0.054,-0.068,-0.015,0.063,-0.02,-0.044,0.029,0.176,0.083,-0.137,-0.029,-0.068
0.224,-0.049,-0.059,-0.01,0.054,-0.02,-0.034,0.029,0.185,0.088,-0.142,-0.029,-0.063
0.226,-0.024,-0.044,-0.02,0.034,-0.005,-0.034,0.044,0.195,0.102,-0.137,-0.024,-0.049
0.228,-0.029,-0.034,-0.005,0.034,-0.015,-0.02,0.029,0.205,0.112,-0.122,-0.024,-0.049
0.23,-0.024,-0.024,0.0,0.024,-0.015,-0.015,0.029,0.215,0.112,-0.117,-0.02,-0.044
0.232,-0.029,-0.029,0.0,0.029,-0.015,-0.015,0.029,0.22,0.117,-0.122,-0.015,-0.049
0.234,-0.039,-0.039,0.0,0.039,-0.02,-0.02,0.02,0.224,0.117,-0.127,-0.01,-0.039
0.236,-0.039,-0.029,0.01,0.034,-0.024,-0.01,0.024,0.239,0.142,-0.112,0.0,-0.024
0.238,-0.034,-0.024,0.01,0.029,-0.024,-0.01,0.02,0.249,0.146,-0.112,0.005,-0.024
0.24,-0.034,-0.034,0.0,0.034,-0.02,-0.02,0.029,0.264,0.151,-0.102,0.015,-0.015
0.242,-0.02,-0.024,-0.005,0.024,-0.01,-0.015,0.029,0.268,0.156,-0.107,0.01,-0.015
0.244,-0.024,-0.029,-0.005,0.029,-0.01,-0.02,0.044,0.273,0.166,-0.107,0.015,-0.015
0.246,-0.02,-0.034,-0.015,0.029,-0.005,-0.024,0.039,0.283,0.176,-0.102,0.029,-0.01
0.248,-0.034,-0.054,-0.02,0.044,-0.01,-0.039,0.034,0.288,0.171,-0.117,0.024,-0.01
0.25,-0.029,-0.039,-0.01,0.034,-0.01,-0.024,0.029,0.303,0.181,-0.117,0.024,0.0
0.252,-0.02,-0.02,0.0,0.02,-0.01,-0.01,0.044,0.322,0.2,-0.102,0.049,0.029
0.254,-0.024,-0.029,-0.005,0.029,-0.01,-0.02,0.039,0.332,0.21,-0.102,0.059,0.039
0.256,-0.024,-0.029,-0.005,0.029,-0.01,-0.02,0.049,0.351,0.224,-0.098,0.068,0.049
0.258,-0.015,-0.029,-0.015,0.024,0.0,-0.024,0.054,0.356,0.239,-0.088,0.073,0.054
0.26,-0.024,-0.049,-0.024,0.039,0.0,-0.039,0.054,0.361,0.234,-0.088,0.078,0.054
0.262,-0.02,-0.044,-0.024,0.034,0.0,-0.034,0.059,0.371,0.229,-0.088,0.078,0.054
0.264,-0.02,-0.049,-0.029,0.034,0.005,-0.039,0.068,0.376,0.234,-0.093,0.078,0.059
0.266,-0.02,-0.063,-0.044,0.044,0.01,-0.054,0.068,0.381,0.249,-0.088,0.078,0.068
0.268,-0.02,-0.059,-0.039,0.039,0.01,-0.049,0.073,0.386,0.249,-0.088,0.083,0.068
0.27,-0.024,-0.068,-0.044,0.049,0.01,-0.059,0.063,0.39,0.249,-0.098,0.078,0.068
0.272,-0.024,-0.059,-0.034,0.044,0.005,-0.049,0.059,0.395,0.254,-0.102,0.078,0.078
0.274,-0.015,-0.044,-0.029,0.029,0.005,-0.039,0.078,0.415,0.273,-0.093,0.098,0.098
0.276,-0.024,-0.059,-0.034,0.044,0.005,-0.049,0.083,0.42,0.278,-0.088,0.098,0.093
0.278,-0.015,-0.059,-0.044,0.039,0.015,-0.054,0.088,0.42,0.278,-0.083,0.102,0.098
0.28,-0.02,-0.063,-0.044,0.044,0.01,-0.054,0.083,0.415,0.273,-0.093,0.098,0.088
0.282,-0.02,-0.063,-0.044,0.044,0.01,-0.054,0.088,0.425,0.268,-0.093,0.102,0.083
0.284,-0.015,-0.059,-0.044,0.039,0.015,-0.054,0.093,0.429,0.278,-0.088,0.117,0.098
0.286,-0.02,-0.063,-0.044,0.044,0.01,-0.054,0.078,0.42,0.273,-0.098,0.102,0.088
0.288,-0.02,-0.068,-0.049,0.044,0.015,-0.059,0.078,0.415,0.268,-0.102,0.102,0.083
0.29,-0.015,-0.073,-0.059,0.044,0.02,-0.068,0.073,0.41,0.259,-0.102,0.098,0.078
0.292,-0.034,-0.088,-0.054,0.063,0.01,-0.073,0.073,0.405,0.259,-0.107,0.098,0.088
0.294,-0.034,-0.093,-0.059,0.063,0.01,-0.078,0.093,0.415,0.268,-0.102,0.102,0.093
0.296,-0.029,-0.102,-0.073,0.068,0.02,-0.088,0.088,0.415,0.268,-0.093,0.107,0.088
0.298,-0.015,-0.098,-0.083,0.059,0.034,-0.093,0.098,0.41,0.264,-0.083,0.117,0.088
0.3,-0.01,-0.093,-0.083,0.054,0.034,-0.088,0.098,0.405,0.259,-0.078,0.122,0.088
0.302,-0.005,-0.093,-0.088,0.049,0.039,-0.093,0.098,0.405,0.254,-0.078,0.117,0.078
0.304,-0.005,-0.093,-0.088,0.049,0.039,-0.093,0.093,0.395,0.254,-0.078,0.122,0.083
0.306,0.005,-0.078,-0.083,0.039,0.044,-0.083,0.093,0.386,0.249,-0.078,0.127,0.073
0.308,0.0,-0.083,-0.083,0.044,0.039,-0.083,0.093,0.376,0.239,-0.088,0.112,0.073
0.31,-0.005,-0.088,-0.083,0.049,0.039,-0.088,0.083,0.361,0.229,-0.098,0.112,0.068
0.312,-0.005,-0.088,-0.083,0.049,0.039,-0.088,0.078,0.342,0.224,-0.102,0.117,0.068
0.314,0.0,-0.083,-0.083,0.044,0.039,-0.083,0.083,0.346,0.224,-0.088,0.132,0.068
0.316,0.0,-0.078,-0.078,0.039,0.039,-0.078,0.078,0.337,0.22,-0.083,0.127,0.073
0.318,0.005,-0.078,-0.083,0.039,0.044,-0.083,0.063,0.317,0.215,-0.078,0.127,0.063
0.32,0.015,-0.073,-0.088,0.029,0.049,-0.083,0.063,0.307,0.21,-0.063,0.132,0.063
0.322,0.02,-0.083,-0.102,0.034,0.059,-0.093,0.059,0.283,0.19,-0.063,0.127,0.049
0.324,0.01,-0.088,-0.098,0.039,0.054,-0.093,0.044,0.264,0.176,-0.054,0.117,0.034
0.326,0.01,-0.088,-0.098,0.039,0.054,-0.093,0.044,0.244,0.166,-0.054,0.127,0.024
0.328,0.005,-0.083,-0.088,0.039,0.044,-0.088,0.034,0.229,0.156,-0.063,0.122,0.024
0.33,0.005,-0.083,-0.088,0.039,0.044,-0.088,0.02,0.205,0.142,-0.059,0.122,0.02
0.332,0.015,-0.073,-0.088,0.029,0.049,-0.083,0.02,0.185,0.127,-0.054,0.112,0.015
0.334,0.02,-0.063,-0.083,0.024,0.049,-0.073,0.02,0.171,0.117,-0.059,0.112,0.005
0.336,0.024,-0.068,-0.093,0.024,0.059,-0.083,0.005,0.151,0.098,-0.059,0.107,-0.01
0.338,0.024,-0.073,-0.098,0.024,0.059,-0.088,0.005,0.127,0.078,-0.059,0.088,-0.029
0.34,0.015,-0.078,-0.093,0.034,0.054,-0.088,0.01,0.107,0.059,-0.059,0.073,-0.049
0.342,0.024,-0.063,-0.088,0.02,0.054,-0.078,0.01,0.088,0.054,-0.054,0.078,-0.059
0.344,0.02,-0.063,-0.083,0.024,0.049,-0.073,0.01,0.073,0.039,-0.059,0.063,-0.068
0.346,0.024,-0.059,-0.083,0.02,0.054,-0.073,0.005,0.054,0.02,-0.073,0.049,-0.088
