time,I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
0.0,-0.059,0.132,0.19,-0.034,-0.127,0.161,0.01,0.029,0.005,-0.039,-0.127,-0.176
0.002,-0.073,0.132,0.205,-0.029,-0.142,0.166,0.015,0.02,0.0,-0.044,-0.127,-0.181
0.004,-0.107,0.137,0.244,-0.015,-0.176,0.19,0.02,0.02,0.005,-0.044,-0.117,-0.185
0.006,-0.117,0.161,0.278,-0.02,-0.2,0.22,0.02,0.01,0.015,-0.034,-0.107,-0.181
0.008,-0.102,0.151,0.254,-0.024,-0.181,0.2,0.024,0.015,0.015,-0.024,-0.098,-0.161
0.01,-0.127,0.127,0.254,0.0,-0.19,0.19,-0.015,-0.005,-0.005,-0.034,-0.117,-0.171
0.012,-0.102,0.176,0.278,-0.034,-0.19,0.224,-0.01,0.005,-0.005,-0.029,-0.117,-0.176
0.014,-0.083,0.195,0.278,-0.054,-0.181,0.234,0.01,0.015,0.005,-0.029,-0.102,-0.171
0.016,-0.088,0.166,0.254,-0.039,-0.171,0.21,-0.005,0.005,-0.01,-0.034,-0.088,-0.166
0.018,-0.088,0.181,0.268,-0.044,-0.181,0.224,-0.005,0.02,0.005,-0.024,-0.068,-0.166
0.02,-0.063,0.215,0.278,-0.073,-0.171,0.244,-0.024,0.024,0.01,-0.015,-0.068,-0.161
0.022,-0.054,0.239,0.293,-0.093,-0.176,0.264,-0.029,0.015,0.005,-0.015,-0.078,-0.146
0.024,-0.063,0.264,0.327,-0.098,-0.195,0.293,-0.02,0.0,0.005,-0.015,-0.073,-0.117
0.026,-0.078,0.264,0.342,-0.093,-0.21,0.303,-0.02,-0.01,0.0,-0.024,-0.078,-0.102
0.028,-0.102,0.259,0.361,-0.078,-0.234,0.307,-0.02,-0.015,0.0,-0.024,-0.078,-0.088
0.03,-0.093,0.278,0.371,-0.093,-0.234,0.322,-0.02,-0.015,0.01,-0.02,-0.073,-0.063
0.032,-0.059,0.307,0.366,-0.122,-0.215,0.337,-0.024,-0.01,0.01,-0.01,-0.054,-0.044
0.034,-0.024,0.312,0.337,-0.142,-0.181,0.322,-0.044,-0.02,-0.005,-0.015,-0.049,-0.059
0.036,0.024,0.312,0.288,-0.166,-0.132,0.298,-0.083,-0.039,-0.015,-0.02,-0.054,-0.063
0.038,0.049,0.332,0.283,-0.19,-0.117,0.307,-0.083,-0.034,0.005,0.0,-0.034,-0.054
0.04,0.02,0.317,0.298,-0.166,-0.142,0.307,-0.088,-0.044,-0.01,-0.01,-0.044,-0.073
0.042,-0.01,0.283,0.293,-0.137,-0.151,0.288,-0.073,-0.063,-0.029,-0.02,-0.063,-0.063
0.044,-0.034,0.273,0.307,-0.117,-0.171,0.288,-0.059,-0.083,-0.039,-0.02,-0.059,-0.059
0.046,-0.063,0.273,0.337,-0.102,-0.2,0.303,-0.063,-0.083,-0.029,-0.015,-0.049,-0.054
0.048,-0.107,0.244,0.351,-0.068,-0.229,0.298,-0.078,-0.073,-0.02,0.01,-0.034,-0.044
0.05,-0.078,0.244,0.322,-0.083,-0.2,0.283,-0.083,-0.059,-0.01,0.024,-0.015,-0.02
0.052,-0.034,0.264,0.298,-0.112,-0.166,0.278,-0.093,-0.059,-0.02,0.01,-0.005,-0.015
0.054,0.005,0.317,0.312,-0.161,-0.156,0.312,-0.088,-0.049,-0.015,0.024,0.005,-0.005
0.056,0.024,0.283,0.259,-0.151,-0.117,0.268,-0.098,-0.059,-0.02,0.02,0.005,-0.005
0.058,0.024,0.268,0.244,-0.146,-0.112,0.254,-0.107,-0.054,-0.024,0.02,0.005,-0.005
0.06,0.034,0.254,0.22,-0.142,-0.093,0.234,-0.107,-0.039,0.0,0.029,0.024,0.015
