time,I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
0.0,-0.039,-0.068,-0.029,0.054,-0.005,-0.049,0.142,0.015,-0.137,-0.127,-0.127,-0.059
0.002,-0.01,-0.039,-0.029,0.024,0.01,-0.034,0.156,0.029,-0.122,-0.112,-0.117,-0.054
0.004,-0.024,-0.029,-0.005,0.029,-0.01,-0.02,0.166,0.044,-0.112,-0.102,-0.107,-0.044
0.006,-0.039,-0.049,-0.01,0.044,-0.015,-0.029,0.156,0.054,-0.117,-0.102,-0.112,-0.059
0.008,-0.034,-0.054,-0.02,0.044,-0.01,-0.039,0.161,0.059,-0.107,-0.098,-0.107,-0.063
0.01,0.015,-0.029,-0.044,0.01,0.029,-0.039,0.166,0.073,-0.093,-0.083,-0.098,-0.059
0.012,0.01,-0.039,-0.049,0.015,0.029,-0.044,0.151,0.073,-0.102,-0.088,-0.107,-0.068
0.014,-0.044,-0.083,-0.039,0.063,-0.005,-0.063,0.137,0.068,-0.112,-0.102,-0.127,-0.088
0.016,-0.127,-0.156,-0.029,0.142,-0.049,-0.093,0.137,0.078,-0.107,-0.093,-0.127,-0.088
0.018,-0.088,-0.112,-0.024,0.102,-0.034,-0.068,0.132,0.078,-0.102,-0.088,-0.132,-0.083
0.02,-0.054,-0.073,-0.02,0.063,-0.02,-0.049,0.132,0.088,-0.098,-0.083,-0.127,-0.078
0.022,-0.068,-0.068,0.0,0.068,-0.034,-0.034,0.151,0.122,-0.073,-0.059,-0.102,-0.063
0.024,-0.059,-0.059,0.0,0.059,-0.029,-0.029,0.146,0.127,-0.063,-0.054,-0.098,-0.063
0.026,-0.059,-0.063,-0.005,0.063,-0.029,-0.034,0.156,0.142,-0.049,-0.034,-0.083,-0.049
0.028,-0.063,-0.093,-0.029,0.078,-0.02,-0.063,0.161,0.156,-0.039,-0.024,-0.078,-0.054
0.03,-0.073,-0.117,-0.044,0.098,-0.015,-0.083,0.161,0.156,-0.034,-0.02,-0.078,-0.054
0.032,-0.044,-0.102,-0.059,0.073,0.005,-0.083,0.161,0.161,-0.029,-0.015,-0.078,-0.054
