time,I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
0.0,0.029,0.107,0.078,-0.068,-0.024,0.093,-0.059,0.117,0.19,0.229,0.171,0.098
0.002,0.02,0.093,0.073,-0.054,-0.029,0.083,-0.063,0.102,0.181,0.224,0.166,0.107
0.004,0.02,0.083,0.063,-0.049,-0.024,0.073,-0.063,0.107,0.176,0.21,0.161,0.127
0.006,0.029,0.083,0.054,-0.054,-0.015,0.068,-0.054,0.112,0.19,0.224,0.19,0.132
0.008,0.034,0.078,0.044,-0.054,-0.005,0.059,-0.054,0.107,0.185,0.224,0.19,0.107
0.01,0.029,0.098,0.068,-0.063,-0.02,0.083,-0.054,0.107,0.19,0.224,0.185,0.122
0.012,0.039,0.146,0.107,-0.093,-0.034,0.127,-0.049,0.107,0.19,0.234,0.21,0.146
0.014,0.063,0.181,0.117,-0.122,-0.029,0.146,-0.054,0.102,0.185,0.224,0.2,0.122
0.016,0.063,0.19,0.127,-0.127,-0.034,0.156,-0.068,0.083,0.171,0.215,0.181,0.122
0.018,0.059,0.19,0.132,-0.122,-0.039,0.161,-0.063,0.078,0.156,0.2,0.161,0.102
0.02,0.054,0.185,0.132,-0.117,-0.039,0.156,-0.054,0.078,0.142,0.171,0.146,0.107
0.022,0.054,0.161,0.107,-0.107,-0.029,0.132,-0.063,0.068,0.122,0.146,0.122,0.112
0.024,0.054,0.122,0.068,-0.088,-0.01,0.093,-0.073,0.059,0.102,0.132,0.107,0.078
0.026,0.054,0.098,0.044,-0.073,0.005,0.068,-0.059,0.063,0.102,0.112,0.102,0.063
0.028,0.063,0.088,0.024,-0.073,0.02,0.054,-0.044,0.063,0.107,0.122,0.112,0.098
0.03,0.063,0.073,0.01,-0.068,0.024,0.039,-0.034,0.068,0.112,0.122,0.102,0.122
0.032,0.054,0.078,0.024,-0.063,0.015,0.049,-0.024,0.063,0.098,0.102,0.093,0.093
0.034,0.044,0.078,0.034,-0.059,0.005,0.054,-0.01,0.059,0.093,0.093,0.083,0.098
0.036,0.02,0.078,0.059,-0.049,-0.02,0.068,-0.024,0.054,0.088,0.088,0.083,0.063
0.038,0.02,0.102,0.083,-0.059,-0.034,0.093,-0.024,0.049,0.083,0.088,0.093,0.063
0.04,0.005,0.117,0.112,-0.059,-0.054,0.112,-0.02,0.039,0.063,0.073,0.083,0.068
