time,I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
0.0,-0.083,-0.098,-0.015,0.093,-0.034,-0.059,0.044,-0.034,-0.073,-0.088,-0.098,-0.137
0.002,-0.029,-0.044,-0.015,0.039,-0.01,-0.029,0.059,-0.02,-0.059,-0.068,-0.078,-0.122
0.004,-0.024,-0.029,-0.005,0.029,-0.01,-0.02,0.063,-0.01,-0.059,-0.059,-0.063,-0.117
0.006,-0.078,-0.078,0.0,0.078,-0.039,-0.039,0.054,-0.024,-0.068,-0.078,-0.083,-0.127
0.008,-0.059,-0.078,-0.02,0.068,-0.02,-0.049,0.063,-0.02,-0.063,-0.078,-0.073,-0.127
0.01,-0.044,-0.063,-0.02,0.054,-0.015,-0.044,0.054,-0.029,-0.068,-0.088,-0.083,-0.127
0.012,-0.02,-0.039,-0.02,0.029,0.0,-0.029,0.063,-0.015,-0.068,-0.078,-0.073,-0.117
0.014,-0.054,-0.078,-0.024,0.068,-0.015,-0.054,0.054,-0.029,-0.078,-0.088,-0.093,-0.122
0.016,-0.088,-0.098,-0.01,0.093,-0.039,-0.054,0.049,-0.034,-0.083,-0.093,-0.102,-0.132
0.018,-0.083,-0.093,-0.01,0.088,-0.039,-0.054,0.054,-0.034,-0.078,-0.098,-0.102,-0.127
0.02,-0.039,-0.044,-0.005,0.044,-0.02,-0.024,0.054,-0.024,-0.073,-0.083,-0.098,-0.127
0.022,-0.044,-0.049,-0.005,0.049,-0.02,-0.029,0.054,-0.029,-0.068,-0.083,-0.093,-0.127
0.024,-0.083,-0.088,-0.005,0.088,-0.039,-0.049,0.049,-0.034,-0.078,-0.098,-0.102,-0.132
0.026,-0.034,-0.044,-0.01,0.039,-0.015,-0.029,0.049,-0.024,-0.073,-0.088,-0.093,-0.122
0.028,-0.015,-0.024,-0.01,0.02,-0.005,-0.02,0.054,-0.02,-0.068,-0.083,-0.083,-0.122
0.03,-0.054,-0.063,-0.01,0.059,-0.024,-0.039,0.059,-0.034,-0.083,-0.098,-0.098,-0.127
0.032,-0.044,-0.054,-0.01,0.049,-0.02,-0.034,0.054,-0.024,-0.078,-0.088,-0.098,-0.122
0.034,-0.049,-0.063,-0.015,0.059,-0.02,-0.039,0.059,-0.024,-0.068,-0.083,-0.088,-0.112
