time,I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
0.0,-0.088,-0.068,0.02,0.078,-0.054,-0.024,-0.063,-0.102,-0.088,-0.146,-0.112,-0.181
0.002,-0.093,-0.073,0.02,0.083,-0.059,-0.029,-0.059,-0.117,-0.093,-0.156,-0.127,-0.19
0.004,-0.102,-0.078,0.024,0.093,-0.063,-0.029,-0.059,-0.122,-0.098,-0.171,-0.137,-0.2
0.006,-0.102,-0.088,0.015,0.098,-0.059,-0.039,-0.059,-0.122,-0.102,-0.171,-0.137,-0.2
0.008,-0.112,-0.088,0.024,0.102,-0.068,-0.034,-0.054,-0.117,-0.112,-0.185,-0.146,-0.21
0.01,-0.112,-0.093,0.02,0.102,-0.068,-0.039,-0.054,-0.122,-0.112,-0.185,-0.156,-0.22
0.012,-0.112,-0.107,0.005,0.112,-0.059,-0.054,-0.054,-0.122,-0.117,-0.19,-0.156,-0.224
0.014,-0.112,-0.098,0.015,0.107,-0.063,-0.044,-0.054,-0.127,-0.122,-0.195,-0.171,-0.229
0.016,-0.117,-0.107,0.01,0.112,-0.063,-0.049,-0.059,-0.137,-0.122,-0.195,-0.171,-0.224
0.018,-0.122,-0.112,0.01,0.117,-0.068,-0.054,-0.059,-0.137,-0.122,-0.195,-0.166,-0.224
0.02,-0.122,-0.112,0.01,0.117,-0.068,-0.054,-0.063,-0.137,-0.122,-0.195,-0.166,-0.224
0.022,-0.112,-0.107,0.005,0.112,-0.059,-0.054,-0.068,-0.137,-0.122,-0.195,-0.161,-0.224
0.024,-0.102,-0.098,0.005,0.102,-0.054,-0.049,-0.059,-0.132,-0.122,-0.19,-0.171,-0.224
0.026,-0.107,-0.098,0.01,0.102,-0.059,-0.044,-0.059,-0.132,-0.117,-0.19,-0.171,-0.215
0.028,-0.107,-0.098,0.01,0.102,-0.059,-0.044,-0.059,-0.132,-0.117,-0.19,-0.171,-0.215
0.03,-0.107,-0.093,0.015,0.102,-0.063,-0.039,-0.054,-0.132,-0.117,-0.19,-0.166,-0.215
0.032,-0.112,-0.083,0.029,0.098,-0.073,-0.029,-0.054,-0.122,-0.117,-0.181,-0.156,-0.205
0.034,-0.112,-0.083,0.029,0.098,-0.073,-0.029,-0.054,-0.122,-0.117,-0.185,-0.161,-0.215
0.036,-0.107,-0.083,0.024,0.098,-0.068,-0.029,-0.044,-0.122,-0.117,-0.185,-0.161,-0.215
0.038,-0.107,-0.083,0.024,0.098,-0.068,-0.029,-0.044,-0.117,-0.117,-0.185,-0.161,-0.21
0.04,-0.107,-0.093,0.015,0.102,-0.063,-0.039,-0.049,-0.117,-0.107,-0.185,-0.161,-0.2
0.042,-0.107,-0.093,0.015,0.102,-0.063,-0.039,-0.049,-0.117,-0.107,-0.185,-0.161,-0.2
0.044,-0.112,-0.093,0.02,0.102,-0.068,-0.039,-0.044,-0.117,-0.107,-0.185,-0.156,-0.2
0.046,-0.112,-0.098,0.015,0.107,-0.063,-0.044,-0.044,-0.112,-0.102,-0.181,-0.156,-0.2
0.048,-0.112,-0.107,0.005,0.112,-0.059,-0.054,-0.034,-0.102,-0.102,-0.171,-0.151,-0.205
0.05,-0.117,-0.107,0.01,0.112,-0.063,-0.049,-0.02,-0.098,-0.098,-0.181,-0.171,-0.215
0.052,-0.122,-0.088,0.034,0.107,-0.078,-0.029,-0.01,-0.093,-0.098,-0.2,-0.195,-0.239
0.054,-0.137,-0.102,0.034,0.122,-0.088,-0.034,0.005,-0.088,-0.102,-0.224,-0.229,-0.264
0.056,-0.146,-0.112,0.034,0.132,-0.093,-0.039,0.029,-0.078,-0.088,-0.249,-0.273,-0.303
0.058,-0.151,-0.098,0.054,0.127,-0.102,-0.024,0.039,-0.073,-0.073,-0.259,-0.303,-0.317
0.06,-0.171,-0.107,0.063,0.142,-0.117,-0.024,0.049,-0.054,-0.054,-0.239,-0.278,-0.307
0.062,-0.161,-0.107,0.054,0.137,-0.107,-0.029,0.054,-0.02,0.005,-0.161,-0.195,-0.264
0.064,-0.122,-0.029,0.093,0.078,-0.107,0.029,0.044,0.039,0.098,-0.039,-0.078,-0.2
0.066,-0.078,0.024,0.102,0.029,-0.093,0.063,0.054,0.181,0.234,0.122,0.083,-0.102
0.068,-0.044,0.034,0.078,0.005,-0.063,0.054,0.083,0.405,0.429,0.337,0.273,0.024
0.07,0.029,0.039,0.01,-0.034,0.01,0.024,0.093,0.659,0.62,0.551,0.464,0.151
0.072,0.102,0.039,-0.063,-0.068,0.083,-0.015,0.102,0.849,0.747,0.722,0.639,0.268
0.074,0.176,0.044,-0.132,-0.107,0.151,-0.044,0.078,0.937,0.805,0.869,0.815,0.4
0.076,0.273,0.068,-0.205,-0.171,0.239,-0.068,0.015,0.903,0.805,1.03,1.054,0.595
0.078,0.395,0.137,-0.259,-0.264,0.327,-0.063,-0.078,0.781,0.805,1.24,1.352,0.825
0.08,0.517,0.224,-0.293,-0.371,0.405,-0.034,-0.176,0.693,0.825,1.498,1.674,1.069
0.082,0.625,0.278,-0.346,-0.449,0.483,-0.034,-0.229,0.644,0.864,1.742,1.976,1.283
0.084,0.708,0.337,-0.371,-0.522,0.537,-0.02,-0.273,0.512,0.834,1.884,2.172,1.44
0.086,0.766,0.42,-0.346,-0.59,0.556,0.034,-0.4,0.205,0.6,1.835,2.23,1.542
0.088,0.776,0.478,-0.298,-0.625,0.537,0.088,-0.561,-0.181,0.268,1.669,2.167,1.571
0.09,0.766,0.512,-0.254,-0.639,0.508,0.127,-0.639,-0.444,0.024,1.488,1.981,1.503
0.092,0.737,0.522,-0.215,-0.63,0.473,0.151,-0.659,-0.586,-0.112,1.303,1.732,1.342
0.094,0.673,0.522,-0.151,-0.595,0.41,0.185,-0.664,-0.742,-0.278,1.059,1.43,1.161
0.096,0.625,0.498,-0.127,-0.561,0.376,0.185,-0.698,-0.952,-0.493,0.752,1.074,0.937
0.098,0.527,0.473,-0.054,-0.498,0.288,0.21,-0.717,-1.127,-0.698,0.395,0.654,0.644
0.1,0.366,0.386,0.02,-0.376,0.171,0.2,-0.669,-1.269,-0.869,0.049,0.22,0.312
0.102,0.185,0.288,0.102,-0.234,0.039,0.195,-0.566,-1.332,-0.961,-0.224,-0.156,0.0
0.104,0.059,0.264,0.205,-0.161,-0.073,0.234,-0.547,-1.357,-1.015,-0.434,-0.39,-0.22
0.106,-0.015,0.249,0.264,-0.117,-0.142,0.254,-0.664,-1.396,-1.088,-0.61,-0.532,-0.317
0.108,-0.073,0.215,0.288,-0.068,-0.181,0.249,-0.766,-1.41,-1.142,-0.791,-0.639,-0.376
0.11,-0.122,0.22,0.342,-0.049,-0.234,0.278,-0.766,-1.381,-1.137,-0.903,-0.712,-0.429
0.112,-0.146,0.283,0.429,-0.068,-0.288,0.356,-0.683,-1.288,-1.035,-0.864,-0.673,-0.405
0.114,-0.156,0.283,0.439,-0.063,-0.298,0.361,-0.625,-1.147,-0.898,-0.732,-0.556,-0.332
0.116,-0.156,0.244,0.4,-0.044,-0.278,0.322,-0.581,-0.986,-0.815,-0.654,-0.488,-0.307
0.118,-0.146,0.234,0.381,-0.044,-0.264,0.307,-0.508,-0.854,-0.747,-0.625,-0.468,-0.317
0.12,-0.146,0.185,0.332,-0.02,-0.239,0.259,-0.415,-0.712,-0.664,-0.595,-0.459,-0.317
0.122,-0.156,0.093,0.249,0.034,-0.205,0.171,-0.346,-0.576,-0.576,-0.556,-0.439,-0.327
0.124,-0.132,0.054,0.185,0.039,-0.161,0.117,-0.293,-0.454,-0.498,-0.508,-0.41,-0.322
0.126,-0.112,0.034,0.146,0.039,-0.132,0.088,-0.234,-0.366,-0.41,-0.449,-0.366,-0.298
0.128,-0.132,-0.029,0.102,0.083,-0.117,0.034,-0.195,-0.298,-0.337,-0.39,-0.332,-0.288
0.13,-0.132,-0.054,0.078,0.093,-0.107,0.01,-0.176,-0.249,-0.278,-0.337,-0.298,-0.278
0.132,-0.098,-0.034,0.063,0.068,-0.083,0.015,-0.137,-0.2,-0.224,-0.288,-0.264,-0.259
0.134,-0.088,-0.044,0.044,0.068,-0.068,0.0,-0.117,-0.171,-0.19,-0.254,-0.239,-0.244
0.136,-0.107,-0.083,0.024,0.098,-0.068,-0.029,-0.112,-0.166,-0.2,-0.259,-0.249,-0.254
0.138,-0.098,-0.063,0.034,0.083,-0.068,-0.015,-0.107,-0.151,-0.215,-0.278,-0.259,-0.249
0.14,-0.088,-0.054,0.034,0.073,-0.063,-0.01,-0.088,-0.132,-0.2,-0.278,-0.249,-0.249
0.142,-0.098,-0.054,0.044,0.078,-0.073,-0.005,-0.093,-0.102,-0.2,-0.288,-0.264,-0.259
0.144,-0.102,-0.054,0.049,0.078,-0.078,-0.005,-0.083,-0.093,-0.185,-0.288,-0.264,-0.254
0.146,-0.117,-0.078,0.039,0.098,-0.078,-0.02,-0.073,-0.078,-0.176,-0.288,-0.264,-0.254
0.148,-0.117,-0.083,0.034,0.102,-0.078,-0.024,-0.068,-0.068,-0.161,-0.283,-0.259,-0.254
0.15,-0.098,-0.093,0.005,0.098,-0.054,-0.044,-0.078,-0.078,-0.151,-0.264,-0.239,-0.244
0.152,-0.098,-0.098,0.0,0.098,-0.049,-0.049,-0.078,-0.073,-0.146,-0.239,-0.229,-0.239
0.154,-0.088,-0.098,-0.01,0.093,-0.039,-0.054,-0.078,-0.073,-0.146,-0.234,-0.224,-0.234
0.156,-0.083,-0.093,-0.01,0.088,-0.039,-0.054,-0.078,-0.073,-0.151,-0.229,-0.22,-0.234
0.158,-0.093,-0.088,0.005,0.093,-0.049,-0.044,-0.078,-0.059,-0.151,-0.239,-0.229,-0.224
0.16,-0.093,-0.083,0.01,0.088,-0.054,-0.039,-0.073,-0.049,-0.151,-0.234,-0.229,-0.224
0.162,-0.093,-0.078,0.015,0.088,-0.054,-0.034,-0.068,-0.044,-0.151,-0.234,-0.229,-0.224
0.164,-0.098,-0.078,0.02,0.088,-0.059,-0.029,-0.054,-0.039,-0.146,-0.229,-0.22,-0.224
0.166,-0.088,-0.093,-0.005,0.093,-0.044,-0.049,-0.063,-0.024,-0.142,-0.224,-0.215,-0.22
0.168,-0.083,-0.093,-0.01,0.088,-0.039,-0.054,-0.063,-0.024,-0.132,-0.22,-0.21,-0.22
0.17,-0.083,-0.093,-0.01,0.088,-0.039,-0.054,-0.059,-0.02,-0.127,-0.215,-0.205,-0.215
0.172,-0.083,-0.102,-0.02,0.093,-0.034,-0.063,-0.059,-0.01,-0.127,-0.205,-0.2,-0.205
0.174,-0.088,-0.112,-0.024,0.102,-0.034,-0.068,-0.063,-0.02,-0.127,-0.205,-0.2,-0.215
0.176,-0.088,-0.098,-0.01,0.093,-0.039,-0.054,-0.063,-0.02,-0.127,-0.205,-0.195,-0.215
0.178,-0.088,-0.098,-0.01,0.093,-0.039,-0.054,-0.063,-0.015,-0.127,-0.205,-0.195,-0.215
0.18,-0.083,-0.088,-0.005,0.088,-0.039,-0.049,-0.063,-0.01,-0.132,-0.205,-0.195,-0.21
0.182,-0.073,-0.083,-0.01,0.078,-0.034,-0.049,-0.063,-0.01,-0.132,-0.205,-0.185,-0.205
0.184,-0.073,-0.083,-0.01,0.078,-0.034,-0.049,-0.063,0.005,-0.127,-0.2,-0.181,-0.205
0.186,-0.078,-0.088,-0.01,0.083,-0.034,-0.049,-0.063,0.005,-0.117,-0.195,-0.171,-0.205
0.188,-0.078,-0.088,-0.01,0.083,-0.034,-0.049,-0.063,0.015,-0.112,-0.19,-0.171,-0.205
0.19,-0.063,-0.083,-0.02,0.073,-0.024,-0.054,-0.063,0.02,-0.102,-0.181,-0.181,-0.215
0.192,-0.063,-0.088,-0.024,0.078,-0.02,-0.059,-0.059,0.02,-0.098,-0.181,-0.181,-0.21
0.194,-0.063,-0.088,-0.024,0.078,-0.02,-0.059,-0.059,0.024,-0.098,-0.181,-0.176,-0.21
0.196,-0.059,-0.073,-0.015,0.068,-0.024,-0.044,-0.063,0.024,-0.098,-0.181,-0.176,-0.205
0.198,-0.054,-0.063,-0.01,0.059,-0.024,-0.039,-0.063,0.034,-0.102,-0.181,-0.166,-0.205
0.2,-0.049,-0.063,-0.015,0.059,-0.02,-0.039,-0.068,0.039,-0.102,-0.181,-0.166,-0.205
0.202,-0.039,-0.054,-0.015,0.049,-0.015,-0.034,-0.068,0.044,-0.102,-0.181,-0.166,-0.205
0.204,-0.034,-0.054,-0.02,0.044,-0.01,-0.039,-0.068,0.049,-0.093,-0.171,-0.161,-0.205
0.206,-0.044,-0.059,-0.015,0.054,-0.015,-0.039,-0.068,0.073,-0.078,-0.166,-0.166,-0.195
