time,I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
0.0,-0.00010969810344232086,-0.0017112904137002052,-0.0016015923102578845,0.0009653433102924235,0.0007459471034077819,-0.0017112904137002052,0.00010969810344232086,0.0014918942068155637,-0.0003290943103269626,-0.0020403847240271678,-0.0017112904137002052,-0.0014918942068155637
0.002,-0.0009856731375613504,-0.011537067325475835,-0.010551394187914485,0.006633538886512714,0.004793830335520799,-0.011427369222033515,0.0008759750341190295,0.010531064360645558,-0.002079434585145484,-0.013923656600259815,-0.011624825808229692,-0.01011421156756474
0.004,-0.004045624195204995,-0.034580754457812925,-0.030535130262607926,0.020383398696924755,0.013321380726769137,-0.0337047794236939,0.003169649161085966,0.03345213926424262,-0.005458166622989713,-0.04218449648669742,-0.03499631941615811,-0.03032089072078648
0.006,-0.0098700234969108,-0.06141075767908208,-0.05156267380285973,0.037340932917832664,0.021031813324294237,-0.05837274624212689,0.006919770542709475,0.06415548358801919,-0.007209896614728722,-0.07506488147000669,-0.06164700229855291,-0.053051322837341305
0.008,-0.015478320455917193,-0.07383869399647124,-0.05849168930600092,0.046361998272738375,0.021564215980589302,-0.06792621425332766,0.009871707567676493,0.08550531370126761,-0.0037621601289023645,-0.08803505317317013,-0.07108986532912227,-0.06069054413788606
0.01,-0.0157601320072036,-0.06840026569294946,-0.05298949236638085,0.04351748004948604,0.017981595400296275,-0.061477135829093844,0.008723822625222923,0.089621023151042,0.0023106392030510705,-0.07442209139964615,-0.058504072337887014,-0.04983151650275089
0.012,-0.010938464240815536,-0.06008232201425485,-0.0496977787552644,0.037235953321372806,0.01789649066294092,-0.05497918859817839,0.003397525677356168,0.08633796450659643,0.005164321780876904,-0.0533567013581401,-0.040439083324051175,-0.03516600360952903
0.014,-0.009134327990948448,-0.06178434968047734,-0.05323298142084447,0.0379852517941785,0.020504857776108297,-0.058031374744893414,-0.0010802660254648712,0.08815979143845329,0.005196335476466234,-0.04325350592016644,-0.0314788401899809,-0.0286520766151652
0.016,-0.015113627357808145,-0.07099212975382117,-0.056297373772942,0.04611124695332421,0.019738996244166803,-0.06510021892116631,-0.001780685580089065,0.09490867976170815,0.007683037199919828,-0.04399376624761621,-0.03046200773999038,-0.028874951962515657
0.018,-0.021677044825194412,-0.0764866065672301,-0.05505062157217287,0.0520373872840134,0.016025764445366207,-0.06738500584163233,-0.0038685027095388576,0.09665339804031789,0.012850088112436165,-0.0467663835171785,-0.030320523100655774,-0.03020955350062325
